,number,content,content
index:,564,וכל התקגות הקודמי' הבלתי סותרי׳ לתקנות שנעשו בוועד [המדינה] [ד]האידנא המה כולם בתוקפ' ובגבורת׳. החי' לכלתוקף ועוז בהתוועדו׳ [...,"וכל התקגות הקודמי' הבלתי סותרי׳ לתקנות שנעשו בוועד [המדינה] [ד]האידנא המה כולם בתוקפ' ובגבורת׳. החי' לכלתוקף ועוז בהתוועדו׳ [ח]מדינה דהאידנ׳, היו' יו' ג׳ כ''ו אדר תכז''ל פ''קחאמסק. לכבוד השם יתעלה לכבוד תורתו הקדושה הסכמנו בכגופי' לתקנו׳ דאיצטרכא לי' שעתא. נא' חיים במוהר'ר שמואל הלוי זצלה''ה. ונא׳ הצעיר צבי הירש בן הרב הגדול מ^ה משה יעקב זלה''ה חו' בק״ק בריסק. ונא' הצעיר באלפי ישראל בא''א מוה''ר שמואל זלה''ה מטארנפאל חו' בק''ק פינםק. ונא' יהונתן פלק בא''א הק' (הקדוש^ הר'ר נפתלי ז''ל הי''ד. ונא' יצחק אייזיק בן א״א שמעון ז''ל איש שטיין. ונא' נתן יכונה נטע בן א''א הק' ר׳ יחזקאל זלה''ה. ונא' יצחק בהר''ר אורשרגא [אורי שרגא] סלל זלה''ה. ונא' דוב בן א''א האלוף מוהר''ר שמואל מייזילש ז''ל. ונא׳ קלונימוס בא''א הר''ר משה זלה''ה. ונא׳ שמואל האז במוהרר''א עבריל דל. ונא׳ אברהם בא״א מוהר''ר שלמה זלמן הלוי שליט [ז''ל]. ונא' משה בן לא'א מוה''ר ניםן זצלה''ה. ונא׳ אלכסנדר בן לא''א מוהר''ר קיים קדיש הכ״^ ונא' יוםף בהגאון מוהר״ר יושע זלה''ה. . "
index:,565,אלו הן ה ח ו ב ו ת ש ח י י ב י' ה מ ד י נ ה יצ״ו : לק״ק ב ר י ם ק חייבי׳ המדינה םך אחד וארבעים אלפים ושמונה מאות זהו׳; וכפי ...,"אלו הן ה ח ו ב ו ת ש ח י י ב י' ה מ ד י נ ה יצ״ו : לק״ק ב ר י ם ק חייבי׳ המדינה םך אחד וארבעים אלפים ושמונה מאות זהו׳; וכפי הפשר מארבעה אלופים המובררים יצ''ו, וכפי החשבון שיצא לאור בוועד המדינה דהאידנ' מחוייבי׳ המדינה לשלם לק' הנ''ל תוך ג׳ שנים מהיום הזה סך אחד ושלשים אלפים וארבעה מאות וחמשים זהו׳ באופנים האלה: שמנה עשר אלפים וששה מאות זהו׳ יתפרע מסך ת''ת סכומי׳ מדינה דק׳ בריסק עם הסביבות, אחר ניכוי ששה מאות זהו׳ של לךק ראזנאי וסך שלשה עשר אלפים זהו׳ יתפרע מהגלילו' דהיינו: בשנה ראשונה מהיו׳ חמשה אלפים זהו', ובשנה שני׳ ארבעה אלפים זהו׳, ובשנה [ג׳] ד׳ אלפים זהר, ובראטיש כנרשמים [כנרשם] בריסטר בח'י האלופים המבוררי׳ מראשי הקהלר יצ''ו, ובשנה רביעית יתפרע עשרת אלפים ושלש מאות וחמשים זהו׳ פו׳; והכל כפי הפסק והפשר המל כנ''ל. עוד חייבים המדינה יצ״ו לק׳ הדל חוב גמור ואמתי םך אלף ועשרים ושמנה זקוקים כסף צרוף, שמחוייבי׳ המדינה המל להעמיד לק׳ הנ'ל בלי שום חילוקי׳ בעולם. אמנם אחר שעה חזרו והתרצו ק''ק בריםק הנ''ל, כשישלמו המדינה לק׳ הנ''ל בםוף ג' שני׳ מהיום הזה במזומני' דוקא סך ארבעה עשר אלפים ושמנה מאות ועשרי׳ זהו׳ פו׳, אזי פטורי' המדינה מסך כסף הנ''ל. לק״ק ה ו ר א ד נ א חייבי' המדינה יצ״ו חוב גמור ואמתי סך ארבעה מאות זקוקים כסף צרוף וששים זקוקים כסף צרוף, שמחוייבים המדינה ה^ל לק' הרל בלי שום חילוקים בעולם. אמנם אחר שעה חזרו והתרצו ק''ק הנ''ל, כשישלמו המדינה לק' הוראדנ׳ בםוף ג׳ שני' מהיום הזה במזומנים דוק׳ בסך ששה אלפים וששה מאות זהו׳ ושבעים זה׳ פו׳, אזי פטורי׳ המדינה מסך כסף הנ''ל. עוד חייבים המדינה לק׳ הוראדנ' ארבעה מאות ואחד ותשעים זהו׳ פו׳ לשלם, והחוב ה^ל הוא אחר ניכוי ת'ת סכומו׳ עם הסביבות הנעשה בוועד הזה, כפי המבואר בפנקס הנ'ל. גם עשרים וחמשה םכומי׳ כבר ניכו ק'ק פינסק, סילקו תתכ^ה סכומו׳ אחר שישלחו םיגנאצי׳ שנתנו עליהם. לק״ק ו ו י ל נ א דח המדינה יצ'ו אלף ושמונה מאות זהו׳ פו׳, אחר ניכוי תתכ״ה -םכומו'ז עוד ^ח המדינה להם מאה זהו׳, מזה שייך אלף זהו׳ להאלוף הראש הר׳ יצחק סג'ל מק׳ האראדנ׳. לק'ק סלוצק נ''ח המדינה יצ'ו אלף ושבים עשר זהו׳ פו׳; עוד חייבי׳ המדינה לק''ק סלוצק ששה ועשריס זקוקים כםף צרוף חוב גמור ואמתי לשלם לץק םלוצק בלי שום חילוקי׳ בעולם; אמנם אחר שעה חזרו והתרצו ק''ק סלוצק, כשישלמו להם המדינה סך שלשה מאות ושמונים זהו׳ במזומנים דוקא אחר ג׳ שנים, אזי פטורי׳ המדינה מסך כסף ה^ל. לק״ק ר א ז נ א י אחר כל החשבונות וכל הקבלות שקבלו מהמדינה על חובות שלהם עד היום הזה, נ'ח שבעה אלפים ושבעה מאות וששה ושלשים זהו' קרן מוועד תכב''ל העבר. וע''ז קבלו היום שני אלפים ור'ץ זהו׳ [ויו''ז], נמצא נ'ח להם סך חמשת אלפים ותפ'ו זהו׳ וח׳ קרן. גלילות ז א מ ו י ט נתנו דרך הלואה להמדינה םך תרץ זהו' פו׳; עוד נתנו להנעלה הר׳ אהרן שתדלן מדינה מק' ווילנא סך חמשה ושבעים זהו׳ פו׳; ע'ז נ'ח מןקל'ס מדינה תקל'ו זהו׳ פו';נמצא מגיע להם רדט [רפ'ט] זהו׳ פו׳. גם נחשב עמהם ת'ת סכומו' מדיגה שנעשה בוועד דהאידנ׳, ונשאר בידם מן הסכומו׳ שמנה מאות זהו׳, אחר ניכוי רפ'ט זהו' הנ'ל, מחמת שלא היו פה עם ה ח ש ב ו ן נולדי'[נולדים] שלהם, הן הוצאות ע'ש הן הוצאות סיימעקש. ובוועד להבא אי''ה יביאו עמהם חשבון הנולדי׳ הנ''ל [נבוא עמהם לחשבון ויבא עמהם חשבון הנולדות הנ'ל], גם מחמת שמנה מאות זהו׳ שגשאר בידם כרל גם מחמת מאה וחמשים שוק לי׳ הנזכר בוועד מדינה כדת'ל העבר. עוד נ'ח ק'ם מדינה להוצאו׳ וועד [המדינה ד]האידנא. . תרכב. היום הזה עשינו הלוואה לק׳ לעכוויטש םך שלשה אלפים וארבעה מאות זהו׳ ועשרים זהו' פו׳, אחר ניכוי ריז פ׳ לסייעת רווחים על הוצאות. תרכג״). היום הזה היה ח ש ב ו ן ה ק ו ו י ט ן שנתנו בוועד המדינה זו ושאר הוצאו׳ מדינה כנהוג, ועולה לסך ארבעה אלפים מאתים ושלשה וארבעים זהו׳ וח׳, דהיינו: לק''ק בריסק מגיע מן ד' אלפי׳ הנ״ל אלף וארבעה מאות ושלשים זהו׳; לק״ק הוראדנ׳ מגיע מן ד׳ אלפים הנ'ל אלף ומאה ועשרים זהו׳; ולק'ק פינסק מגיע מן ד׳ אלפים הדל אלף ושלשה מאות ונ''ג זהו׳; לק'ק ווילנא מגיע מן ד׳ אלפיס הנ''ל מאתיים וששה וששים זהר [רצ'ז]. עוד מגיע להאלוף כמוהר''ר טעביל יצ''ו חמשים זהו׳; עוד חמשים זהו׳; לקךק םלוצק 'כ״ח זהו׳; לגליל מינםק ם'ז; לק'יק םלאנימ׳ פה''ז; לדווארץ וזיטל כה'ז; עוד לזיטל לה״^ על כל אלה כמום לגבות חמשים םכומו׳ מדינה: בקאפולי' תכח'ל כה'ם ובסטאלאוויטש תכח''ל כה''ם מדינה. ומח שמגיע לכל קהלה כדל ינוכה מסכומי' האלה, והמותר יתנו האלוף המ׳ הראש ומנהיג ליד מוהר״ר יוסף במוהר'ר דוד יצ'ו, ומידו ינתן לכל מי ששייך מזה כפי המגיע לו. "
index:,566,"כל הקוויטין בח״י המדינה שנחתמו באםיפ' [וועד] המדינה דהאידנא כולם נחשבו בחשבון שהי׳ בוועד דהאידנ', ולהבא לא יקובל עוד שום ...","כל הקוויטין בח״י המדינה שנחתמו באםיפ' [וועד] המדינה דהאידנא כולם נחשבו בחשבון שהי׳ בוועד דהאידנ', ולהבא לא יקובל עוד שום קוויט מהקוויטן האלה, 'זולת הקוויטן של המדינה דהאידנא שנחתמו לעניים חק קצוב לכל שבוע; הקוויטן האלה עדיין לא באו בחשבון חוץ קוויטא'חק קצוב לכל שבוע לר' שלמח מווילנ׳ בםך שלשי׳ שוקלי׳ על ק''ק פינסק; הקוויט הלז נכלל בחשבון דהאידנ׳. תם ונשלם היו׳ יו׳ ג׳ כ״ו אדר תכז'ל. עוד שמגיע לק''ק נעשוויז מררז מאםיגנצי׳. "
index:,567,"ע''ד המעמד של המדינה עם ה ק ל ו י ז דק׳ ב ר י ם ק לכל שנה רווחים אלף זהו׳ וכמבואר בפנקס מדינה, בכן םלקו המדינה הרווחים ה^ל ...","ע''ד המעמד של המדינה עם ה ק ל ו י ז דק׳ ב ר י ם ק לכל שנה רווחים אלף זהו׳ וכמבואר בפנקס מדינה, בכן םלקו המדינה הרווחים ה^ל על ג' שני' מהיום הנ'ל (ע''ל ם׳ תרי''ט). "
index:,568,"באשר ראה ראינו את גודל עול החובות שנשתרגועלצווארינומדינו׳ ליטא דומות למרובות והנם למשא כבד יכבדו ממנו, בכן למען הקל מעלינו ...","באשר ראה ראינו את גודל עול החובות שנשתרגועלצווארינומדינו׳ ליטא דומות למרובות והנם למשא כבד יכבדו ממנו, בכן למען הקל מעלינו את העול הקשה עלה ונגמר בוועד המדינה דהאידנ׳ לגבות שמנה מאות סכומות מדינה במשך שלש שנים מהיום עד וועד הנ״ל ת''ל לפ''ק כפי חלוקת האסיגנצי׳ שחלקנו לבע״^ ויהי׳ לאותן תת''ס מדינה הנ''ל כל תוקף ועוז ויפוי כח לגבותו [ו]להוציאם ככל תוקף שאר גביות, אשר נזכרי' ונעשי' מאז הנרשמים בפנקס המדינה יצ''ו. ולתוקף מעשה המדינה יציו ניתן לכתוב היו׳ יו׳ ד' ^ך אדר תכז''ל פק''ק ח א מ ס ק, בהתוועדו' המדינה. נא׳ יהונתן פלק. 'ונא׳ יצחק אייזיק איש שטיין. ונא׳. . . ונא' אברהם הלוי. ונא׳ משה ר׳ ניסנש זצלה״^ ונא' יוסף בהגאון מוה׳ יושע זלה''ה. "
index:,569,הן היום הזה נמסר להאלוף המ׳ הראש ומנהיג מוה^ר יוסף במוהר'ר דוד ףל מק׳ בריסק אלו אסיגנאצי׳ לפרעון החובו׳ שחייבי׳ המדינה יצ ו ...,"הן היום הזה נמסר להאלוף המ׳ הראש ומנהיג מוה^ר יוסף במוהר'ר דוד ףל מק׳ בריסק אלו אסיגנאצי׳ לפרעון החובו׳ שחייבי׳ המדינה יצ ו לבדח שבמדינר פולין. גם נמסר לידו הנשארי׳ (הנ''ח) על כ''ס של הוצאו׳ וועד המדינה דהיינו: ממינסק ל״:, מגליל מינסק י''א שוקלי׳, מן [ה]קראים ל''ז, מסמארגאן יש''ל, מבליצא '״א זהו', פאלאנקי ג''ז, נוואהרדק ה'ז, עוד סמארגאן ק״ג םכומות, [נ''ח] מרוםי׳ מ'ז, ומזה לפצות עבור ק'ק סלאנימ׳ סיגנציו׳ א' בסך קל״ט זהו׳ פו׳. -על גליל ק״ק מינסק מאה זהו׳, על זאמויט תק״ן זהו׳ פו' ביריד סטאלוויטש תכז''ל, על הקראים תשעה מאות ול''ד זהו׳, על סמארגאן אלף זהר, על ארץ רוםיא מאה ושנים ועשרים זהו' פו', על ר׳ אברהם מדיסנ׳ רס''ו זהו׳. עוד לגבות בר''ח כסליו תכח''ל י''ב סכומו׳ מכל מדינו׳ ליט' בכלל. מכל הנ'ל לשלם לר׳ אהרן שתדלן מדינה מווילנ' םך שי''ז. גם לסלק [ו]לפצות הש״ח על ק״ק פינסק שביד ה' [הנעלה] כה''ר קאפיל במוה״ר שמשון מק''ק קאוולי [מוולאדווי] לכתוב קבלה על ש״ח זה באופן זה שיכתוב הרחבת זמן שלא לתבוע בש״ח שבידו עד וועד מדינה להבא. גם ישלם מזה ליורשי מוהרר שמשון רל מוולאדווי רי'ז זהו', ליורשי משה ליזרש רי''ח זהו׳, והמותר לשלם לבע''ח על המדינה פולץ. ואלו הן החובו׳ (הנדח) שבמדינו׳ פולין: ר׳ שמואל ר׳ איםרלש מלובלין אלף ת''ק זהו׳, לחתן ר' יחיאל ש''ן זהו׳ [שו״^, ליורשי הרב מוהר''ר יחזקאל ש''ז. ליורשי הרב מוהר-ר מן זצ''ל ש״:, לחתן הגאון מוהר״ר נפתלי זצ'ל חן זהו׳, ליורשי פראדיל [פריידיל] קץ זהו׳. "
index:,570,"לזכרון שנחשב במדינה [המדינהז כל החשבונר וקוויטן מכל [ה]קהלו׳, וכולם בטילי׳ זולת החשבונו׳ גליל זאמויט לא הי' לפנינו. והרחבנו [...","לזכרון שנחשב במדינה [המדינהז כל החשבונר וקוויטן מכל [ה]קהלו׳, וכולם בטילי׳ זולת החשבונו׳ גליל זאמויט לא הי' לפנינו. והרחבנו [זמן] עד וועד להבא, וגם קצת ישובי׳ כגון ווישניץ שלא הי'לפנינו; וגם נקמת רציחה ק'ק וויסאקי זה מקרוב ועד עתה עלה הוצא' ערך של ג׳ [שלש מאות ול״^ זהו׳ ונתקבל להם ק'ז ע''פ פשר, והמותר הוצאות שיהי׳ להם בידיעת ראש ב״ד הרחבנו עד וועד להבא; גם נקמת [ה]רציחה דק׳ ראזגייא [ראזנאיי] הנעשה זה מקרוב לאלפים [לא בא] לפנינו; גם עסק ע''ש דק״ק פינםק בסביבות ק׳ הוראדנ׳ הי׳ לפנינו ונתקבל להם, זולת זה אשר יצא מפינו: כל מה שיהי׳ מוכרחים ליתן ולפשר הכומר [הגלח] דפינסק הנ'ל, אזי על המדינה יהי׳ חלק שלישי ולחשוב בוועד להבא; גם הוצאר ק'ק בריסק על ה מ ע ש ה ש ע ש ה הפריץ לר׳ שלמה ר׳ שמואל ר''ד לא הי׳ לפנינו והרחבנו כנ'ל; גם נקמת רציחה שהי׳ בעת אםיפה על אזויר בגליל [ביךק] הוראדג׳ לא הי׳ לפנינו. לזכרון םך שמונים זהו׳ שקבל האלוף המ׳ הראש ומנהיג מוהר'ר יוסף ר'ד [מ]האלופים מנהיגי׳ דק׳ בריםק לא נחשב עמהם, ועל האלוף מוהר'י [ה^ל] לסלק המעות [משמעות] הנ''ל. גם קכ''ה זהו' שלא קבלו מנהיגי ק'ק בריסק מר׳ אברהם מדיסנא רשו׳ להם להוציא מפאלצק [מהאלוף] או משאר קהלו׳ שיתחדשו ויעשה [ויעשו] סכום עליהם. גס רשות לק'ק בריסק להוציא לערך לז ועל חובות ישיני׳. לזכרון שחשבנו עם מ ד י נ ו׳ ר ו ס י א ונ'ח להמדינה של'ז זהו׳ על גביו׳ משנה [משנים] שעברו, והפרשנו מה להקל צ ו ר ך פ ד י ו ן ש ב ו י׳. גם ראטי להבא חצי אייר שנעשה לע''ע במדינה סך ר״ז ניתן להם ג'כ לצורך זה. ועוד יצא מפינו באם שיהי׳ מהצורך לגבות עוד י״ס [ר''ם] עלינו לגבות וליתן להם לצורך עםק פדיון שבוי׳. כהיום הזה נודע לנו שהר׳ שלמה ר'ש ר'ד הנ'ל מת ממכות ופצעים של הפרי ץ המל, בכן נקמת רציחתו הרחבנו עד וועד דלהבא, ועל קהל ק'ק בריםק להוציא על נקמתו הוצאר עד חוועד כתיקון. גם נודע לנו מעליל׳ שקרים בק׳ [דק''ק] יאנאווי בעסק גזלנים, הרחבנו עד וועד להבא. נא׳ יהונתן פלק. ונא׳ יצחק אייזיק איש שטיין. ונא׳ שמואל האז מקראקא. ונא׳ אברהם הלוי. ונא׳ משה ר׳ ניםנש. ונא׳ יוםף בהגאון מוהר'ר יהושע רל. למז'ט סכום ריםטר ה נ ע ש ה בוועד מדינה פ'ק ח א מ ס ק, מהיו׳ יו׳ ג׳ כ'ו אדר תכז''ל עד וועד השני אי״ה להבא. ק''ק בריסק עם הסביבות ארבעה ועשרים זהו' פו׳; ק'ק הוראדנא עם הםביבות שלשה עשר זהו' וח' זהב פו' [תי'ג ז''פ וח׳]; ק''ק פינסק עם הסביבות תשעה זהו' פו׳; ק'ק ורילנ״ לשמנה מאות סכומות מדינה יתנו לכל םכום ששה זהו׳ פו', ולסכומו׳ נולדו' שיהי׳ מהיום ולהבא עד וועד להבא יתנו לכל סכום חמשה' זהו' פו׳; ק'ק םלוצק שלשה שאק'ל וחש'ל; ק''ק נוואהרדק עם הסביבות שלשה זהו׳; לזכרון מםכום שלשה זהו' מנוואהרדק׳ [מנאוורדאק] ינובה רביעי' זהב מכל םכום על חובות ישינים; מסכום א׳ שוקלי וששה ג''ל מגליל מיגסק ינוכה ח''ז מכל םבום על חובות ישנים; מםכום ג''ז של דווארץ וזיטל ינוכה ח''ז מכל סכום חיג''ל על חובות ישני׳; ק'ק םלאנימ׳ עם הסביבות שלשה זהו׳; ק''ק מינסק א׳ שוק''ל; גליל ק''ק מינםק א' שאקל' וששה ג'; ק''ק נעשוויז עס מיר שני זהו'; זאמויט שמנה זהו׳ [וח׳]; קראים א׳ זהב וח׳; סמארגאן עם [ה]גליל ח''ש; ק'ק דווארץ וזיטל שלשה זהו׳; פאלאנקי דג'ל; מוש יג''ל; בעליצי ידג''ל; יושבי קראשין נג''ל; סטאלאוויטש יג'ל; ארץ רוסיא שנה ראשונה ב'ז ואח'כ שוק''ל; ר׳ אברהם מדיסנא שמונה גדולי'; קאפולי' וטימקאוויטש שייכי' בםכום מדינה לק' םלוצק עד וועד שני אי'ה;פאלאצק שייך לו. כשיתיישבו מחדש אי'ה יקום לפי ראוח האלופי׳ דק' בריסק ראש ב'ד שלהם. "
index:,571,"בהתאסף ראשי עם יחד אלופי רוזנים קצינים ראשי המדינות יצ'ו, בצירף המאורות הגדולות [הגדולים] מופלגים גאוני רבנים יצ״^ להיות ...","בהתאסף ראשי עם יחד אלופי רוזנים קצינים ראשי המדינות יצ'ו, בצירף המאורות הגדולות [הגדולים] מופלגים גאוני רבנים יצ״^ להיות עיניהם פקוחות בכתב חרות על הלוחות, כתוב זאת לזכרון בספר פנקס המדינה למצא דברי חפץ, וכתב דברי יושר קושט אמרי אמת, אשר אזנו וחקרו ותקנו בעלי אםופות אצילי בני ישראל המה, כפי [ש]מבואר למטה, וזה הואז ראשית חכמה יראת ה׳ תוםיף ימים ושנים. . "
index:,572,"בהיות זאת לפנים בישראל בכל התוועדות אםיפת הרועים רוזני׳ נוםדו יחדיו לפקח ולעיין בתיקוני עסקי המדינה וצ״ו בכלל ובפרט, וראשון ...","בהיות זאת לפנים בישראל בכל התוועדות אםיפת הרועים רוזני׳ נוםדו יחדיו לפקח ולעיין בתיקוני עסקי המדינה וצ״ו בכלל ובפרט, וראשון הוא להם לכל דבר שבקדושה להיות על כל דרכי [דרכם] דרך עץ החיים, להחזיק ידי לומדי תורה, ובפרט בכל קהלה אשר ישנו שם מורה צדק יראו להרביץתורהבישיבהולקבל בחורים ונעריםלפי מספר ומפקד אשר יוכל הקהל שאת; ואין ביד ד.קהל למחות על ידי הרב על ככה, וכמפורש כמה פעמים בפנקס. וכהיום באנו להוסיף ביראת ד׳ ליתן אמיץ [ולאמץ] כח לכל התקנות הגונות [הנוגעות] בעסק ישיבת [ישיבה] ולמוד למען יגדיל תורה ויאדיר. תרלא• ע״ד ה ר י ב י ת א ו כ ל ת אשר כמעט הלווין [הלוים] לא יוכל שאת, ונמצא שנתמוטטו נכםי הלוה והמלוהא), בכן חלקו [חל] על כל קהלה וקהלה לעיין ולפקח בעסק נתינת ה ר י ב י ת [ה ר ו ו ח י ם] באופן שהצבור יוכל לעמוד בו. "
index:,573,"הקהלות יצ''ו אינם רשאים לעשות שום הטלה לאיזהצורך הוצאות לעםקי הקהלה יצ״^ רק יעשו גבי׳ כפי הנזכר בפנקס, אם לא שיהי' הצורך ...","הקהלות יצ''ו אינם רשאים לעשות שום הטלה לאיזהצורך הוצאות לעםקי הקהלה יצ״^ רק יעשו גבי׳ כפי הנזכר בפנקס, אם לא שיהי' הצורך גדול מאד; ודווקא שיסכימו כל הקהל עם הרב ויראו מראש ממי שלקחו הטלה מאין יחזור ויגבה את דסך שנתן בתורח הטלה. "
index:,574,"באשר כבר תקנה קדומה היא, באס ישנו איזו דין ודברי׳ בין איזה קהלות או בין יחיד לרבים [או בין יחידים] וירצה צד התובע להזמין ...","באשר כבר תקנה קדומה היא, באס ישנו איזו דין ודברי׳ בין איזה קהלות או בין יחיד לרבים [או בין יחידים] וירצה צד התובע להזמין לדין בפני [לפני] וועד המדינה יצ'ו, אם לא ימסור ההזמנה להנתבע עכ''פ שלשים יום קודם יום הראשון של זמן המוגבל לוועד המדינה, אין הנתבע מחויב להשיב כלל על הזמנה ההיא. בכן עתה באנו להוסיף על תיקון הנ'ל שאין רשוח לראשי הקהלות להזדקק וליתן פתקא דאזמנתא עד שיהי׳ בידו כתוב וחתום שהניח ביד הקהל שלשים שאק לי׳ על הוצאות. גם באנו להוסיף: יום או יומים אחר הצעת דברי׳ שעשה לפני הקהל, יבוא לפני הקהל יצ''ו ויגיד בחרם, מי ומי שמסכים עמו לדין עם הקהל, ואם יהי׳ יותר משנים שיםכימו לדין עם הקהל יצ'ו, מחויב כל אחד להניח ט'ו שאק לי׳ ליד הקהל על הוצאות וקנםים אשר יושת עליו אם יתחייבו בדין. ומי שלא נהג כנ'ל אין לשמוע דבריו, ומכ'ש שלא להזדקק לדבריו בקהלות. ועכ'ם מחויב כל יחיד להזהר ולהשמר בנפשו שלא לעבור על חרמות ושמחות הקדמונים. גם כל החיקונים [הקודמים] הקדמונים בענין זה בתקפס, ושמחויבי׳ להםכים על הזמנ' [הזמנים] שני הקהלות הראשונות וכםדר לפי התיקונים הקדמונים הנ'ל. ואותן יחידים שלא נהגו כנ''ל ובאים להמדינה יצ'ו בקובלנא, עליהם נאמר לא תאבה ולא תשמע להם, ואין ביד אלופי רוזני ר'מ וכיש לאלוםי גאוני׳ הרבנים יצ''ו להזדקק לדבריהם כלל, כי אם גרש יגרש אותן תכף ומיד חוצה מהקהלה ששם אםיפת הוועד המדינה יצ'ו. זולת דבר שנתהוו׳ בתוך ל׳ יום מן היום המוגבל להמדינה ילו, מחויבים לבא עכ''פ ביום הראשון ולהציע דבריה׳ לפני אלופי ר'מ יצ''ו וגאונים הרבנים [יצ'ו]; ואם יםכימו המה שיש לו משפט אז ידונו המשפט ההוא תכף [תו''מ] קודם כל דבר, ועכ'פ מחויב [מחויבים] להניח מזומנים כנ״^ וכשיםע להקהלות ע'פ אופנים הנ'ל ויסכימו עמו, אזי באיזה קהלה שיסכימו הרוב ליתן רשות לדין מחויבים המיעוט לבא על החתום. וכן בכל הפסקים שבקהלה תמיד המיעוט נגרר אחר הרוב ומחויבי׳ לבא על החתום; אך באם המיעום יהי׳ להם [טעם]מחמת איזה מורא עונש או שהוא נגד החיקון (התיקונים) אזי מחויבי' השמשים ליתן לו כתוב וחתום שהמה לא הםכימו על זה ומחויב לחתוםא). "
index:,575,כל פסק היוצא מפי הקהל יצ'ו או מפי המדינה יצ״ו אין להגיד הםםק להצדדין עד אחר שיהי׳ רשום בכ תב אמת ראשי פרקים תורף הפםק בחיי ...,"כל פסק היוצא מפי הקהל יצ'ו או מפי המדינה יצ״ו אין להגיד הםםק להצדדין עד אחר שיהי׳ רשום בכ תב אמת ראשי פרקים תורף הפםק בחיי הרב והאלוף פ'ה נפה'ח] יצ'ו. ובאם שלא ירצה הרב לישב עם הקהל באיזה משפט או שלא יהי׳ מצוי, אזי יהי׳ על החתום האלוף פ'ה וראש הקהל הראשון. וכן אצל הב''ד יצ'ו יהי׳ רשום כנ'ל בח""י הראש לד, ואח'כ להגיד הפסק להצדדים. "
index:,576,"אין להושיב בכתא'שלשהדיינים ששלשתן ג''ג תר׳ [ג׳ בג׳ בתרי] בעל (שלישי בשלישי חד בעל), ושנים מהם רשות להיות מי שהוא כשר ע''פ ...","אין להושיב בכתא'שלשהדיינים ששלשתן ג''ג תר׳ [ג׳ בג׳ בתרי] בעל (שלישי בשלישי חד בעל), ושנים מהם רשות להיות מי שהוא כשר ע''פ הדין והתיקונים שבאותו קהלה; וכן ב'ב (שני בשני) תרי בעל אםור בכת א׳. "
index:,577,"לכל וועד ממלכה ושרי׳ מחויבי' להיות שני מנהיגים, ומנהיג מק״ק בריסק מחויב להיות עכ'פ בהתחלת הוועד. תרלז^. באשר ראה ראינו כמה ...","לכל וועד ממלכה ושרי׳ מחויבי' להיות שני מנהיגים, ומנהיג מק״ק בריסק מחויב להיות עכ'פ בהתחלת הוועד. תרלז^. באשר ראה ראינו כמה אנשים הולכים בגדולות ונפלאות ולוו(ים ממון רב מן שרים ופריצים וכומרים ואח^כ כאשר לא תשיג) ידם לשלם להם מעלילים על כלל הקהילות הם, וגם (גורסים נזק צרורות אצל שרי המלוכה שחורקין שיניהם) על כלל ישראל ובעבור זה קרוב הדבר ממש לסכנו' (נפשות אשר ע'כ ראה ראינו ופקחנו עינינו על)איזהאיששיעשהכזאת ללוותבלי ידיעת הקהליצ'ו לרדוף אותו ברדיפה שלימה בחרמות ושמתוח ובחרפות וביושים ולאבד חזקת ישוב ולעשות (לו כדין רודף. והקהל יצ״ו יעמדו על משמר בדבר זה שלא יבוא לידי מכשול) בכל מיני שמירות ואזהרות, (אם לא שיציע דבריו לפני הקהל יצ''ו שבדעתו ללוות איזה םך מפריצים או ליקח) בהקפה, ויםכימו דווקא הקהל עמו על הלוואתו ועל הקפתו שלקח מפריצים. ועכ'פ אין ביד הקהל להתיר לו רק כפי סך השגת ידו מנחלאות שלו, וחמשה יכולי׳ לעכב. ועכ''פ א י ן ל י ק ח שום הלוואה וסחורה בהקפה מכומרים ושילר ויונ*״ןא), ולאלה אין שום התרה. ואיזו יחידאשריעשהבמחשך מעשיו וילוה איזו הלוראה מפריצים בג'ל או יקח איזה הקפה ה ר י ה ו א מ ו ח ר ם ומנודה בכל העונשים כנ'ל. ואיזו קהלה או ישוב שלא יעשה כן אזי הסכסוכי׳ שיעלו מזה חל על הקהלה או ישוב ההוא. ואין להמדינה שום אחריות מלםייע להם אפי׳ פרוטה א'. ומי שמשעבד אשתוובניולערילי'הריהואמנודה בשתי עולמות. ואין לכתוב בשום אבלי'ג של יחיד מהיום והלאה בשם נבשום] ראש רק לבתוב שמו ושם אביו. . תרלח. בשום אסיגנצי׳ שלא לכתוב להוציא עיפ ערכאותיהם של גוי׳. "
index:,578,"ע'ד התיקוןבוועד חאמםק בדבר האלמןב) וכו', עתהבאנולפרש הדבר: בשיהי׳ בן חמשה שני׳ יהיו להם חזקה, וכן מי שלא דר עד היום בקהילה ...","ע'ד התיקוןבוועד חאמםק בדבר האלמןב) וכו', עתהבאנולפרש הדבר: בשיהי׳ בן חמשה שני׳ יהיו להם חזקה, וכן מי שלא דר עד היום בקהילה זו שנשא אשה כנזכר שם יהי׳ דינו כנ''ל בוועד דהאידנאג). אין ליתן שום םיוע ושום מתנה בין וועד לוועד אף בהםכמ׳ על [ג] קהלו׳, וכן בשעת הוועד אין ליתן שום כתב ליתן בכל שבוע חק קצוב. "
