עמודה1,Pub. Date,כותר,מחבר,Title,Author,מקום דפוס,שנת דפוס,Pub. Place,עמודה2
40325,,מייסדי התלמוד,"שורץ, יואל בן אהרן",,,ירושלים,,,
40372,,סדרת גדולי ישראל - מרביץ התורה הגדול,"שורץ, יואל בן אהרן",,,ירושלים,,,
40374,,סדרת גדולי ישראל - רבי יהודה הנשיא - חותם המשנה,"שורץ, יואל בן אהרן",,,ירושלים,,,
40375,,סדרת גדולי ישראל - רבי ישראל משקלוב,"שורץ, יואל בן אהרן",,,ירושלים,,,
40376,,סדרת גדולי ישראל - רבי מאיר ורבי שמעון בן יוחי,"שורץ, יואל בן אהרן",,,ירושלים,,,
41816,,"אהלי שם - תורת הגרעק""א - כרך ה","פרץ, מיכאל בן יוסף",,,ירושלים,,,
41817,,"אהלי שם - תורת הגרעק""א - כרך ו","פרץ, מיכאל בן יוסף",,,ירושלים,,,
42096,,"חידושי הרמב""ן - הרשלר - חלק ג","משה בן נחמן, 1194-1270",,,ירושלים,,,
42120,,עטרת המקרא - במדבר,"גולדשמיט, שמואל חיים בן יעקב",,,ירושלים,,,
42121,,עטרת המקרא - בראשית,"גולדשמיט, שמואל חיים בן יעקב",,,ירושלים,,,
42122,,עטרת המקרא - דברים,"גולדשמיט, שמואל חיים בן יעקב",,,ירושלים,,,
42123,,עטרת המקרא - ויקרא,"גולדשמיט, שמואל חיים בן יעקב",,,ירושלים,,,
42124,,עטרת המקרא - שמות,"גולדשמיט, שמואל חיים בן יעקב",,,ירושלים,,,
42153,,קונטרס שיעור הכזית,"מרגולין, הדר יהודה",,,ירושלים,,,
42158,,"חידושי הרמב""ן - הרשלר - חלק ה","משה בן נחמן, 1194-1270",,,ירושלים,,,
42160,,"חידושי הרמב""ן - הרשלר - חלק ב","משה בן נחמן, 1194-1270",,,ירושלים,,,
42209,,תורה ודעת Vol. 5770 - 5771 No. 116 - 141,קהל עדת ירושלים,,,ירושלים,,,
42535,,"ספר ראבי""ה","אליעזר בן יואל, הלוי",,,ירושלים,תרצח,,
42914,,משפטי החושן,מכון משפטי החושן,,,ירושלים,,,
43021,,למעני למעני אעשה,"רומפלר, אהרן צבי",,,ירושלים,,,
43410,,קונטרס ברית מילה עם ביאור מתוק מדבש,"פריש, דניאל בן נפתלי הירצקא",,,ירושלים,,,
43422,,קונטרס שמירת הלשון עם ביאור מתוק מדבש,"פריש, דניאל בן נפתלי הירצקא",,,ירושלים,,,
43423,,קונטרס מאמרי חג הסוכות עם ביאור מתוק מדבש,"פריש, דניאל בן נפתלי הירצקא",,,ירושלים,,,
43424,,קונטרס תחיית המתים עם ביאור מתוק מדבש,"פריש, דניאל בן נפתלי הירצקא",,,ירושלים,,,
43502,,אוצרות ירושלים ח''ב,קהל פרושים ירושלים,,,ירושלים,,,
43503,,אוצרות ירושלים ח''ד,קהל פרושים ירושלים,,,ירושלים,,,
43504,,אוצרות ירושלים ח''ה,קהל פרושים ירושלים,,,ירושלים,,,
43505,,אוצרות ירושלים ח''ז,קהל פרושים ירושלים,,,ירושלים,,,
43506,,אוצרות ירושלים ח''ח,קהל פרושים ירושלים,,,ירושלים,,,
43507,,אוצרות ירושלים ח''ו,קהל פרושים ירושלים,,,ירושלים,,,
43508,,אור המאיר,קהל פרושים ירושלים,,,ירושלים,,,
43881,,"מדריך הכשרות בד""ץ - לחג הפסח ולימות השנה - גליון סא - שנת תשע''א",,,,ירושלים,,,
43936,,עטרת יצחק - בכורות,"מדלוב, עקיבא. קונטרס שיעורים בעניני המועדים",,,ירושלים,,,
43937,,עטרת יצחק - חולין,"מדלוב, עקיבא. קונטרס שיעורים בעניני המועדים",,,ירושלים,,,
43938,,עטרת יצחק - כתובות,"מדלוב, עקיבא. קונטרס שיעורים בעניני המועדים",,,ירושלים,,,
43948,,בין המשפתים - חלה,"בית המדרש להוראה שע""י ישיבת בנין אב",,,ירושלים,,,
44043,,פארי ירושלים - יג,קהל פרושים ירושלם,,,ירושלים,,,
44339,,שמחת הנפש,כולל עיון הנפש,,,ירושלים,,,
44719,,שירת הלב,"מרגולין, הדר יהודה",,,ירושלים,,,
45040,,אוצרות ירושלים - 1960-1962 תש''ך-תשכ''ב חלק כא-ל,"מושקוביץ, צבי בן זאב מאיר",,,ירושלים,,,
45157,,מהפיכת התשובה שבימינו,"שורץ, יואל בן אהרן",,,ירושלים,,,
45212,,בית אברהם,ישיבת סוכטשוב,,,ירושלים,,,
45258,,בעקבות הסתלקות זקן המקובלים הצדיק רבי יצחק כדורי זצ''ל,"שורץ, יואל בן אהרן",,,ירושלים,,,
45303,,תפארת שמואל - שבת ונדרים,ישיבת תפארת שמואל,,,ירושלים,,,
45329,,כח הפה היהודי,מכון ציפית לישועה,,,ירושלים,,,
45681,,הפרשת תרומות ומעשרות,בית המדרש להלכה בהתישבות החקלאית (ירושלים),,,ירושלים,,,
45748,,סקרנות ופיזור הדעת,"מאור, מנחם זאב",,,ירושלים,,,
45814,,פיתוחי חותם - יבמות - פרק ראשון,"לנדא, ישראל",,,ירושלים,,,
45846,,"אוצרות ירושלים ח""יד",קהל פרושים ירושלים,,,ירושלים,,,
46394,,Nesiv Chaim,"מארגנשטערן, יצחק מאיר",,,ירושלים,,,
46620,,אהל יעקב - גניזה וכבוד הספרים,יעקב סקוצילס,,,ירושלים,,,
46630,,באורי ענינים - בענינים שונים,"גרבוז, אריה",,,ירושלים,,,
46772,,НЕТИВ ХАИМ (ПУТЬ ЖИЗНИ),"מארגנשטערן, יצחק מאיר",,,ירושלים,,,
46773,,ПУТЬ ЕДИНЕНИЯ 1,"מארגנשטערן, יצחק מאיר",,,ירושלים,,,
46879,,צבי לצדיק עם שופרא דישראל,"שפירא, צבי אלימלך",,,ירושלים,,,
46892,,שופרא דחנוכה,"אדמו""רי בית בלאזוב",,,ירושלים,,,
46907,,"אהל יעקב - יחוד, הרחקה מן עריות","סקוצילס, יעקב אהרן",,,ירושלים,,,
47041,,אוצרות ירושלים ח''טו,"בני הישיבות שע""י קהלת פרושים בעיר וארץ הקודש",,,ירושלים,,,
47042,,אוצרות ירושלים ח''טז,"בני הישיבות שע""י קהלת פרושים בעיר וארץ הקודש",,,ירושלים,,,
47114,,רפואה מציאות והלכה ולשון חכמים מרפא,מרדכי הלפרין,,,ירושלים,2011,,
47616,,סידור כוונות תורת חכם - חק לישראל,מכון ים החכמה,,,ירושלים,,,
47618,,סידור כוונות תורת חכם - הגדה של פסח,מכון ים החכמה,,,ירושלים,,,
47627,,סידור כוונות תורת חכם - ערבית ליל פסח,מכון ים החכמה,,,ירושלים,,,
47804,,לולי תורתך,"לוגאסי, יעקב ישראל",,,ירושלים,,,
47815,,נקי כפים,"לוגאסי, יעקב ישראל",,,ירושלים,,,
47817,,אהבתי אתכם,"לוגאסי, יעקב ישראל",,,ירושלים,,,
47826,,ובחרת בחיים,"לוגאסי, יעקב ישראל",,,ירושלים,,,
47936,,שמעתתא דברכות,"וילנברג, בצלאל",,,ירושלים,,,
47938,,שמעתתא דחולין,"וילנברג, בצלאל",,,ירושלים,,,
48381,,יקוו המים - על התורה,"מרמ""ש",,,ירושלים,,,
48382,,יקוו המים - שבת,"מרמ""ש",,,ירושלים,,,
48384,,כל התשובות לשאלות,"הרוש, מיכאל",,,ירושלים,,,
48428,,קונטרס מאמרי מוסר,"מרמ""ש",,,ירושלים,,,
48593,,מחשבת סופר - בורר,"ברוורמן, ישראל דוד בן שלמה",,,ירושלים,,,
49015,,יתרון האור,"לסר, ישי בן דוד יעקב",,,ירושלים,,,
49022,,נגילה ונשמחה בך,"לסר, ישי בן דוד יעקב",,,ירושלים,,,
49113,,מראה מקומות בענין הערבה הדרומית,"מלצר, ישעיהו נתן בן שמריהו",,,ירושלים,,,
49436,,ברכת יצחק - ברכות א,"ברכה, יצחק",,,ירושלים,,,
49437,,ברכת יצחק - ברכות ב,"ברכה, יצחק",,,ירושלים,,,
49438,,ברכת יצחק - הלכות ריבית ושמיטה ויובל,"ברכה, יצחק",,,ירושלים,,,
49440,,ברכת יצחק - מועדים בתרא,"ברכה, יצחק",,,ירושלים,,,
49441,,ברכת יצחק - מועדים קמא,"ברכה, יצחק",,,ירושלים,,,
49442,,ברכת יצחק - עירובין שמה-תטז,"ברכה, יצחק",,,ירושלים,,,
49444,,"ברכת יצחק - שבת ח""א רמב-שז","ברכה, יצחק",,,ירושלים,,,
49445,,"ברכת יצחק - שבת ח""ב שח-שיט","ברכה, יצחק",,,ירושלים,,,
49446,,"ברכת יצחק - שבת ח""ג שכ-שמד","ברכה, יצחק",,,ירושלים,,,
49793,,שמעתתא דמכות,"וילנברג, בצלאל",,,ירושלים,,,
49979,,סידור כוונות תורת חכם - שילוח הקן,מכון ים החכמה,,,ירושלים,,,
50292,,ברכת יהודה - א,"ברכה, יהודה",,,ירושלים,,,
50343,,חלת דבש - חושן משפט רצא-שמו,"קוסובסקי שחור, שאול בן יצחק אברהם",,,ירושלים,,,
50434,,"אסוקי הלכתא - בבא קמא, קידושין","גולדמינץ, אברהם יעקב",,,ירושלים,,,
50495,,יד אליהו - בבא מציעא פ' שנים אוחזין,"וילהלם, אהרן אליהו בן יחזקאל",,,ירושלים,,,
50496,,יד אליהו - בראשית,"וילהלם, אהרן אליהו בן יחזקאל",,,ירושלים,,,
50505,,לבסומי בפוריא,"טיגרמן, עמרם",,,ירושלים,,,
50631,,דיברות אליהו - בבא מציעא פ' שנים אוחזים ואלו מציאות,"וילהלם, אהרן אליהו בן יחזקאל",,,ירושלים,,,
50648,,מנחה שלוחה - הושענא רבה ושמיני עצרת,"וילהלם, אהרן אליהו בן יחזקאל",,,ירושלים,,,
50649,,מנחה שלוחה - חנוכה,"וילהלם, אהרן אליהו בן יחזקאל",,,ירושלים,,,
50650,,מנחה שלוחה - סוכות,"וילהלם, אהרן אליהו בן יחזקאל",,,ירושלים,,,
50651,,מנחה שלוחה - עניני ארבעת המינים,"וילהלם, אהרן אליהו בן יחזקאל",,,ירושלים,,,
50652,,מנחה שלוחה - עניני ראש השנה ויום כיפור,"וילהלם, אהרן אליהו בן יחזקאל",,,ירושלים,,,
50653,,מנחה שלוחה - פורים וארבע פרשיות,"וילהלם, אהרן אליהו בן יחזקאל",,,ירושלים,,,
50654,,מנחה שלוחה - פסח וספירת העומר,"וילהלם, אהרן אליהו בן יחזקאל",,,ירושלים,,,
50655,,מנחה שלוחה - תשעה באב,"וילהלם, אהרן אליהו בן יחזקאל",,,ירושלים,,,
50656,,מנחת אליהו - במדבר,"וילהלם, אהרן אליהו בן יחזקאל",,,ירושלים,,,
50657,,מנחת אליהו - בראשית,"וילהלם, אהרן אליהו בן יחזקאל",,,ירושלים,,,
50658,,מנחת אליהו - דברים,"וילהלם, אהרן אליהו בן יחזקאל",,,ירושלים,,,
50659,,מנחת אליהו - שמות,"וילהלם, אהרן אליהו בן יחזקאל",,,ירושלים,,,
50747,,"בית מתתיהו ח""א","גבאי, מתתיהו בן חנניה",,,ירושלים,,,
50809,,מנחת פרי - איסור והיתר,"רוטנברג, ישעיהו פנחס בן אליעזר שרגא",,,ירושלים,,,
50810,,מנחת פרי - ברכות,"רוטנברג, ישעיהו פנחס בן אליעזר שרגא",,,ירושלים,,,
50884,,דקדוק חברים - איזהו נשך א,"כולל בבימ""ד אהבת תורה",,,ירושלים,,,
50888,,דקדוק חברים - כיצד מברכין,"כולל בבימ""ד אהבת תורה",,,ירושלים,,,
51040,,משנת אליהו - כתובות פרק הכותב,"וילהלם, אהרן אליהו בן יחזקאל",,,ירושלים,,,
51041,,משנת אליהו - כתובות פרק שני,"וילהלם, אהרן אליהו בן יחזקאל",,,ירושלים,,,
51042,,משנת אליהו - בבא בתרא פ' חזקת הבתים,"וילהלם, אהרן אליהו בן יחזקאל",,,ירושלים,,,
51043,,משנת אליהו - בבא בתרא פ' לא יחפור,"וילהלם, אהרן אליהו בן יחזקאל",,,ירושלים,,,
51044,,משנת אליהו - בבא בתרא פ' ראשון,"וילהלם, אהרן אליהו בן יחזקאל",,,ירושלים,,,
51045,,משנת אליהו - בבא מציעא פ' שנים אוחזין,"וילהלם, אהרן אליהו בן יחזקאל",,,ירושלים,,,
51046,,משנת אליהו - בבא קמא פ' מרובה,"וילהלם, אהרן אליהו בן יחזקאל",,,ירושלים,,,
51047,,משנת אליהו - בבא קמא פ' שור שנגח,"וילהלם, אהרן אליהו בן יחזקאל",,,ירושלים,,,
51048,,משנת אליהו - גיטין פ' המביא,"וילהלם, אהרן אליהו בן יחזקאל",,,ירושלים,,,
51049,,משנת אליהו - גיטין פ' שני,"וילהלם, אהרן אליהו בן יחזקאל",,,ירושלים,,,
51050,,משנת אליהו - יבמות פ' שני,"וילהלם, אהרן אליהו בן יחזקאל",,,ירושלים,,,
51051,,משנת אליהו - יבמות פ''א,"וילהלם, אהרן אליהו בן יחזקאל",,,ירושלים,,,
51052,,משנת אליהו - מכות,"וילהלם, אהרן אליהו בן יחזקאל",,,ירושלים,,,
51053,,משנת אליהו - נדרים פ' השותפין,"וילהלם, אהרן אליהו בן יחזקאל",,,ירושלים,,,
51054,,משנת אליהו - נדרים פ' ראשון,"וילהלם, אהרן אליהו בן יחזקאל",,,ירושלים,,,
51055,,משנת אליהו - פסחים,"וילהלם, אהרן אליהו בן יחזקאל",,,ירושלים,,,
51056,,משנת אליהו - קדושין פ' ראשון,"וילהלם, אהרן אליהו בן יחזקאל",,,ירושלים,,,
51057,,משנת אליהו - קידושין פ' האומר,"וילהלם, אהרן אליהו בן יחזקאל",,,ירושלים,,,
51058,,משנת אליהו - שבועות פ''ד,"וילהלם, אהרן אליהו בן יחזקאל",,,ירושלים,,,
51059,,"משנת אליהו - שבת, מוקצה","וילהלם, אהרן אליהו בן יחזקאל",,,ירושלים,,,
51071,,אדרת אליהו - בבא קמא פ' מרובה,"וילהלם, אהרן אליהו בן יחזקאל",,,ירושלים,,,
51072,,אדרת אליהו - קידושין פ' האומר,"וילהלם, אהרן אליהו בן יחזקאל",,,ירושלים,,,
51106,,שיח אליהו - בבא מציעא פ' שנים אוחזים,"וילהלם, אהרן אליהו בן יחזקאל",,,ירושלים,,,
51107,,שיח אליהו - בבא קמא פ' מרובה,"וילהלם, אהרן אליהו בן יחזקאל",,,ירושלים,,,
51108,,שיח אליהו - גיטין פ''א,"וילהלם, אהרן אליהו בן יחזקאל",,,ירושלים,,,
51109,,שיח אליהו - נדרים פ' השותפין,"וילהלם, אהרן אליהו בן יחזקאל",,,ירושלים,,,
51110,,שיח אליהו - קדושין פ''א,"וילהלם, אהרן אליהו בן יחזקאל",,,ירושלים,,,
51111,,שיח אליהו - קידושין פ' האומר,"וילהלם, אהרן אליהו בן יחזקאל",,,ירושלים,,,
51239,,תוספת מעשה רב,יששכר דוב בר בן תנחום,,,ירושלים,,,
51596,,הליכות שדה No. 166,המכון לחקר החקלאות על פי תורה,,,ירושלים,,,
51887,,משנת המשפט - אבדה ומציאה,"שוורץ, ישעיה בן חיים יעקב מנחם",,,ירושלים,,,
51888,,משנת המשפט - טוען ונטען,"שוורץ, ישעיה בן חיים יעקב מנחם",,,ירושלים,,,
52148,,חקר ועיון - פרקי אבות,"פרוש, חיים יצחק",,,ירושלים,,,
52335,,ОЧИЩЕНИЕ - Конспекm законов - ЕВРЕЙСКИЙ Дом,"רוטנברג, ישעיהו פנחס בן אליעזר שרגא",,,ירושלים,,,
52519,,נזירת שמשון,שמשון בן משלם פייבוש (מכון סוד ישרים),,,ירושלים,,,
52526,,שפת אמת,"העלער, משולם פייביש (מכון סוד ישרים)",,,ירושלים,,,
52556,,זאת אשיב אל ליבי,"גלייך, אריה (לזכרו) - מאור, מנחם זאב",,,ירושלים,,,
52581,,שולחן שמאל - קריאת שמע סימנים נח - פח,"ירושלמי, שמואל בן שלום אהרן חיים",,,ירושלים,,,
52582,,שולחן שמואל - תפילה סימנים פט -קכז,"ירושלמי, שמואל בן שלום אהרן חיים",,,ירושלים,,,
53015,,הארת סוגיות - איזהו נשך,"ילין, ע. - שפיגלר, א.",,,ירושלים,,,
53016,,הארת סוגיות - זבחים,"ילין, ע. - שפיגלר, א.",,,ירושלים,,,
53017,,הארת סוגיות - מנחות,"ילין, ע. - שפיגלר, א.",,,ירושלים,,,
53018,,הארת סוגיות - נדה,"ילין, ע. - שפיגלר, א.",,,ירושלים,,,
53019,,הארת סוגיות - עירובין,"ילין, ע. - שפיגלר, א.",,,ירושלים,,,
53074,,הארת סוגיות - חולין,"ילין, ע. - שפיגלר, א.",,,ירושלים,,,
53167,,A Soft Answer,,,,ירושלים,,,
53205,,יושר דברי אמת - ימים נוראים,"העלער, משולם פייביש בן אהרן משה לוי (מכון סוד ישרים)",,,ירושלים,,,
53681,,שמועת ערכין,"אריאלי, יצחק",,,ירושלים,,,
53891,,בירורי דברים - סוכה,"אריאלי, יצחק",,,ירושלים,,,
53892,,בירורי דברים - ערכין,"אריאלי, יצחק",,,ירושלים,,,
54655,,על שושנים,"שצ'רנסקי, בנימין",,,ירושלים,,,
55279,,חיי שמעון - אבלות החורבן,"גליק, יוסף ש.",,,ירושלים,,,
55371,,סדרת תורה ומדע - בנייה ומגורים - על מזוזות ביתך,"שורץ, יואל בן אהרן",,,ירושלים,,,
55379,,עניני יום ההולדת - והגדת לבנך,"שורץ, יואל בן אהרן",,,ירושלים,,,
31905,1906,כרסייא דאליהו,"סתהון, חביב חיים דוד",,,ירושלים,תרסו,,
189,1908,"אמרי מהרי""ן","איזנברג, יעקב נפתלי",Imrei meHarin,Yaakov Naftali Eisenberg,ירוסלב,תרסח,Yaroslav,
1242,1905,פני יצחק,"חריף, יצחק בן יוסף משה",Pnei Yitzhok,Yitzhok Charif,ירוסלב,תרסה,Yaroslav,
46729,,ברוך שכוונתי,"יענקבסקי, שמואל בנימין בן ברוך אברהם",,,"ירדלי, פענסילוניה",,,
5331,1552,ברית כרותה,"הרצברג, ישראל יהושע",Bris Kerusah,"Hertzberg, Yisroel Yehoshua",יפו-תל אביב,חשד,Tel Aviv,
24251,1914,דבור העברי,"בלומברג, יונה דוב ב""ר יהודה",,,יפו,תרעד,,
36887,1914,מאמר הדבור העברי,"בלומברג-הררי, יונה דב בן יהודה, 1850-1931",,,יפו,תרעד,,
29753,1911,הארץ,"ספיר, אליהו, 1869-1913",,,יפו,תרעא,,
37279,1911,תרכיה,"אוירבך, פ",,,יפו,תרעא,,
28007,,קונטרס,"קוק, אברהם יצחק, 1865-1935",,,יפו,,,
5449,1908,הלכתא למשיחא,"היזלברג, יצחק",Hilkheta li-meshiha,"Haizilberg, Yitshak",יערוסלוב,תרסח,Yaroslav,
5470,1908,דעת נבונים,"שפירא, יחיאל מיכל",Daat nevonim,"Shapira, Yehiel Mikhal Kahana",יערוסלוב,תרסח,Yaroslav,
37583,1744,רוח חן,"אבן תבון, יהודה בן שאול, מיחס לו",,,יעסניץ,תקד,,
14405,1743,נחמד ונעים,"גנז, דוד בן שלמה, 1541-1613",Nechmad V'Naim,Dovid bar Shlomo Ganz,יעסניץ,תקג,Yasniz,
37599,1743,נחמד ונעים,"גנז, דוד בן שלמה, 1541-1613",,,יעסניץ,תקג,,
35742,1742,מורה נבוכים,"משה בן מימון, 1138-1204",,,יעסניץ,תקב,,
38789,1726,דברי חכמים,ישראל בן אברהם,,,יעסניץ,תפו,,
6197,1725,שערי תפלה,"כץ, שלמה זלמן בן יהודה ליב, 1687-1746",Shaare tefilah /,"Hanau, Solomon Zalman ben Judah Loeb,",יעסניץ,תפה,Yasniz,
14340,1725,בית תפלה,רבי שלמה זלמן הענא,Bais Tefillah,Shlomo Zalman Hena,יעסניץ,תפה,Yasniz,
38286,1725,שערי תפלה,"כץ, שלמה זלמן בן יהודה ליב, 1687-1746",,,יעסניץ,תפה,,
4348,1723,דמשק אליעזר,"אליעזר בן יהודה, מפינצ’וב",Damesek Eliezer,Eliezer,יעסניץ,תפג,Yasniz,
37718,1723,דמשק אליעזר,"אליעזר בן יהודה, מפינצ’וב",,,יעסניץ,תפג,,
37886,1722,ליקוטי שושנים,"מאיר בן לוי, מזולקוה",,,יעסניץ,תפב,,
35602,1720,מראות הצובאות,"אלשיך, משה בן חיים, 1520-1593",,,יעסניץ,תפ,,
5376,1719,אהלי יהודה,יהודה אריה בן צבי הירש,Ohole Yehudah,"Yehudah Aryeh,",יעסניץ,תעט,Yasniz,
38582,1719,נזר הקדש,יחיאל מיכל בן עזיאל,,,יעסניץ,תעט,,
13023,1766,עטרת צבי,"צבי הירש ב""ר עזריאל מווילנא",,,יסניץ,תקכו,,
30902,1744,רוח חן,"אבן תבון, יהודה בן שאול, מיחס לו",,,יסניץ,תקד,,
11109,1743,נחמד ונעים,"גנז, דוד בן שלמה, 1541-1613",Nechmad V'Naim,Dovid ben Shlomo Ganz,יסניץ,תקג,,
13195,1742,מורה נבוכים - עם פירוש שם טוב ופירוש אפודי,"משה בן מימון, 1138-1204",,,יסניץ,תקב,,
17187,1726,דברי חכמים וחידותם,ישראל בן אברהם,,,יסניץ,תפו,,
17353,1726,דברי חכמים וחידותם,,,,יסניץ,תפו,,
13363,1725,שערי תפלה,"כץ, שלמה זלמן בן יהודה ליב, 1687-1746",,,יסניץ,תפה,,
13402,1725,בית תפלה,"הענא, שלמה זלמן ב""ר יהודה ליב הכהן",,,יסניץ,תפה,,
30983,1724,שערי דורא,"יצחק בן מאיר, מדורא",,,יסניץ,תפד,,
33469,1724,חק יעקב,"רישר, יעקב בן יוסף, 1670 לערך-1733",,,יסניץ,תפד,,
34010,1723,ים של שלמה - בבא קמא,"לוריא, שלמה בן יחיאל",,,יסניץ,תפג,,
12862,1722,רוממות א-ל,"אלשיך, משה בן חיים, 1520-1593",,,יסניץ,תפב,,
17450,1722,ספר רפואות,רפואות.,,,יסניץ,תפב,,
35466,1720,מעשה טוביה - חלק ב,"כץ, טוביה בן משה, 1652-1729",,,יסניץ,תפ,,
35467,1720,מעשה טוביה - חלק ג,"כץ, טוביה בן משה, 1652-1729",,,יסניץ,תפ,,
35468,1720,מעשה טוביה - חלק א,"כץ, טוביה בן משה, 1652-1729",,,יסניץ,תפ,,
13129,1719,נזר הקדש,יחיאל מיכל בן עזיאל,,,יסניץ,תעט,,
15376,1719,נזר הקדש א,יחיאל מיכל בן עזיאל,Nezer haKodesh 1,Yehiel Michel bar Uziel,יסניץ,תעט,?,
15425,1719,נזר הקדש ב,יחיאל מיכל בן עזיאל,Nezer haKodesh 2,Yehiel Michel bar Uziel,יסניץ,תעט,?,
3425,1910,תפארת בית לוי,"גוטמן, מתתיהו יחזקאל, 1891-1972",Tiferes Bais Levi,"Revotzki, Menachem Mendel",יס,תרע,Yas,
295,1843,משמרת לסייג,"לנדא, יוסף בן מנחם מנדל",Mishmeres liSiyag,"Landau, Yosef Ben Menachem Mendel",יס,תרג,Yas,
4340,1596,דבר שמואל,"חגיז, שמואל בן יעקב",Dvar Shmuel,"Hagiz, Shmuel",יניציאה,שנו,Venice,
35420,1564,שערי דורא,"יצחק בן מאיר, מדורא",,,יניציאה,שכד,,
37105,1847,עץ חיים,"אהרון בן אליהו,",,,יופתוריה,תרז,,
27054,1846,מענה רך על חזות קשה,"קלין, שלמה זאב, 1814-1867",,,יולהאוזן,תרו,,
15201,1886,חסד לאברהם,"וינברג, אברהם ה1, מסלונים",Chesed leAvraham-Slomim,Avraham Wienberg M'Slonim,יוזפוף,תרמו,,
1633,1886,גבעת פנחס,"הורביץ, פינחס בן צבי הירש, 1730-1805",Givat Pinhas,"Horowitz, Phinehas ben Zevi Hirsch,",יוזפוב,תרמו,Jozefow,
6686,1886,ביאור מנחם,משה מנחם מנדל בן ניסן,Biur Menachem,Moshe Menachem Mendel Eichronson,יוזפוב,תרמו,Jozefow,
49630,1886,גבעת פנחס,"הורוויץ, פינחס בן צבי הירש הלוי",,,יוזפוב,5646,,
7013,1882,תורת הבית הארוך,"אדרת, שלמה בן אברהם אבן (רשב""א), 1235-1310",Torat ha-bayit ha-arokh /,"Adret, Solomon ben Abraham,",יוזפוב,תרמב,Jozefow,
10917,1878,לב אריה,אריה יהודה בן עקיבא,Levi Aryeh,Aryeh Yehudah Leib ben Akiva haLevi,יוזפוב,תרלח,Jozefow,
11140,1872,רוממות נשמת ישראל,"וורטמן, משה בן חיים",Romemos Nishmas Yisroel,Moshe ben Chaim Wertman,יוזפוב,תרלב,Jozefow,
1149,1867,"שו""ת הרי""מ","אלטר, יצחק מאיר, 1799-1866",Shut haRim,"Alter, Yitzhak Meir",יוזפוב,תרכז,Jozefow,
1348,1866,עטרת חכמים חלק א-ב,"פרנקל-תאומים, ברוך, 1760-1828",Ateres Chachamim Vols 1-2,"Frankel-Teumim, Boruch",יוזפוב,תרכו,Jozefow,
6920,1843,בית יצחק,"חבר, יצחק איזיק בן יעקב",Bais Yaakov,Itzhak ben Eliezer miMumkatch,יוזפוב,תרג,Jozefow,
14116,,סדרי טהרות - כלים,"לינר, גרשון חנוך הנך בן יעקב, 1839-1890",Sidrei Taharos -Keilim,Gershon Henich Leiner miRodzin,יוזעפאף-פיעטרקוב,תרלג - תרסג,,
15699,,סדרי טהרות - אהלות,"לינר, גרשון חנוך הנך בן יעקב, 1839-1890",Sidrei Taharos- Aholos,Gershon Henich Leiner miRodzin,יוזעפאף-פיעטרקוב,תרלג - תרסג,,
34310,1889,ספר המדות,"קרנץ, יעקב בן זאב, 1740-1804",,,יוזעפאף,תרמט,,
14942,1888,רוח חן,"אבן תבון, יהודה בן שאול, מיחס לו",Ruach Chain,"Even Tabin, Yehudah ben Shaul",יוזעפאף,תרמח,Yozifov,
56487,1885,האמונות והדעות,סעדיה בן יוסף גאון‎,,,יוזעפאף,5645,,
33252,1884,יסוד האמונה,"ברוך בן אברהם, מקוסוב, -1781",,,יוזעפאף,תרמד,,
33307,1884,עמוד העבודה,"ברוך בן אברהם, מקוסוב, -1781",,,יוזעפאף,תרמד,,
5985,1881,מבשרת ציון,"מור, אברהם מנחם מנדל, 1815-1868",Mevaseres Tzion,Avraham Menachem Mendel,יוזעפאף,תרמא,Yozifov,
28325,1881,שיחות חולין,"מטליס, ליב",,,יוזעפאף,תרמא,,
26149,1878,"דקדוקי רש""י - באר רחובות - מירא דכיא","אוירבך, יצחק איזיק בן ישעיה",,,יוזעפאף,תרלח,,
33241,1878,"דקדוקי רש""י - באר רחובות - מירא דכיא","אוירבך, יצחק איזיק בן ישעיה",,,יוזעפאף,תרלח,,
33867,1878,ברוך טעם,"פרנקל-תאומים, ברוך, 1760-1828",,,יוזעפאף,תרלח,,
29402,1876,בית מאיר,"פוזנר, מאיר ב""ר צבי הירש משטלאנד-דאנציג",,,יוזעפאף,תרלו,,
14906,1873,תפארת יהונתן,"איבשיץ, יהונתן בן נתן נטע, 1690-1764",Tiferes Yehonasan,Yehonasan Eishbitz,יוזעפאף,תרלג,Yozifov,
24082,1872,בירורי המדות,"קיטובר, ישראל בן יצחק דוד",,,יוזעפאף,תרלב,,
36174,1871,רוממות נשמת ישראל,"וורטמן, משה בן חיים",,,יוזעפאף,תרלא,,
27316,1870,נזר ישראל,"ישראל בן שבתי, מקוז’ניץ, 1737-1814",,,יוזעפאף,תרל,,
31267,1870,ספר חסידים,"יהודה בן שמואל, החסיד, 1146-1217",,,יוזעפאף,תרל,,
11298,1868,יערות דבש - חלק ב,"איבשיץ, יהונתן בן נתן נטע, 1690-1764",Yaaros Devash Vol 2,Yehonasan ben Nosson Notah Eibshitz,יוזעפאף,תרכח,Yozifov,
56737,1867,"ספר שו""ת הרי""מ - עם קצת לקוטים על איזה מסכתות","אלטר, יצחק מאיר",,,יוזעפאף,5627,,
