ob_id,pl_name,pl_name_de,pl_name_v,pl_type,material,patronage,kind,title,denom,name,source,pal_name,deanery,adeaconry,diocese,metropoly,parish,type
4 084,Głuchy,,,wieś,dr,k,,Mikołaj Bp,Kościół katolicki ob. greckiego,,"Kołbuk 1998, s. 302.",rus,Ratno,Chełm,Chełm,Kijów-Wilno,,świątynia główna
3 936,Zalisy,,,wieś,dr,k,,Prakseda PM,Kościół katolicki ob. greckiego,,"Kołbuk 1998, s. 303.",rus,Ratno,Chełm,Chełm,Kijów-Wilno,,świątynia główna
6 303,Górniki,,Horniki,wieś,dr,,,Demetriusz M,Kościół katolicki ob. greckiego,,"Kołbuk 1998, s. 303.",rus,Ratno,Chełm,Chełm,Kijów-Wilno,Ratno - ZmPańskie,świątynia pomocnicza
11 592,Buzaki,,,wieś,dr,k,,NarNMP,Kościół katolicki ob. greckiego,,"Kołbuk 1998, s. 319; Skoczylas, Religia ta kultura, s. 62, 1715 r. (dek. Kamień Koszyrski).",woł,,Włodzimierz,Włodzimierz,Kijów-Wilno,,świątynia główna
9 220,Łęczna,,,miasto,dr,s,,Symeon Słupnik,Kościół katolicki ob. greckiego,,"Kołbuk 1998, s. 301.",lub,Lublin,Chełm,Chełm,Kijów-Wilno,,świątynia główna
9 391,Drelów,,,wieś,dr,s,,ZaśnNMP,Kościół katolicki ob. greckiego,,"Kołbuk 1998, s. 317 (WnNMP); Wereda, Diecezja, s. 399.",podl,Mielnik,Brześć,Włodzimierz,Kijów-Wilno,,świątynia główna
9 336,Międzyrzec,,"Międzyrzecz, Międzyrzec Stary, Międzyrzec Nowy",miasto,dr,s,kłs,Pięciu Braci MM,Kościół katolicki ob. łacińskiego,,"Litak 1996, s. 384.",podl,Janów Podlaski,Brześć,Łuck,Lwów,Międzyrzecz,świątynia pomocnicza
9 114,Ulan,,Ulan-Majorat,wieś,dr,k,,Małgorzata PM,Kościół katolicki ob. łacińskiego,,"Litak 1996, s. 235.",lub,Łuków,Lublin,Kraków,Gniezno,,świątynia główna
9 101,Radoryż Kościelny,,"Radoryż, Radorzysz, Radorysz",wieś,dr,d,,Jakub W Ap,Kościół katolicki ob. łacińskiego,,"Litak 1996, s. 234.",lub,Łuków,Lublin,Kraków,Gniezno,,świątynia główna
9 090,Parczew,,,miasto,dr,d,,Jan Ch,Kościół katolicki ob. łacińskiego,,"Litak 1996, s. 236.",lub,Parczew,Lublin,Kraków,Gniezno,,świątynia główna
9 056,Częstoborowice,,,wieś,mr,s,,Piotr i Paweł AAp,Kościół katolicki ob. łacińskiego,,"Litak 1996, s. 232.",lub,Chodel,Lublin,Kraków,Gniezno,,świątynia główna
9 039,Abramowice,,,wieś,dr,s,,Jakub W Ap,Kościół katolicki ob. łacińskiego,,"Litak 1996, s. 232 (obecnie dzielnica Lublina).",lub,Chodel,Lublin,Kraków,Gniezno,,świątynia główna
9 055,Czerniejów,,,wieś,mr,d,,Wawrzyniec M,Kościół katolicki ob. łacińskiego,,"Litak 1996, s. 232.",lub,Chodel,Lublin,Kraków,Gniezno,,świątynia główna
9 162,Opole,,Opole Lubelskie,miasto,,,,Elżbieta,Kościół katolicki ob. łacińskiego,,"Litak 1996, s. 233.",lub,Chodel,Lublin,Kraków,Gniezno,Opole,świątynia pomocnicza
9 130,Niemce,,,wieś,dr,,,Jan Ch,Kościół katolicki ob. łacińskiego,,"Litak 1996, s. 236.",lub,Parczew,Lublin,Kraków,Gniezno,Bystrzyca,świątynia pomocnicza
12 227,Niesuchojeże,,,miasto,dr,s,,OpNMP,Kościół katolicki ob. greckiego,,"Kołbuk 1998, s. 321; Skoczylas, Religia ta kultura, s. 59, 1715 r. (dek. Kowel) - wymieniana jest także druga cerkiew - przedmiejska.",woł,,Włodzimierz,Włodzimierz,Kijów-Wilno,,świątynia główna
12 508,Serechowicze,,,wieś,dr,s,,Prakseda PM,Kościół katolicki ob. greckiego,,"Kołbuk 1998, s. 322; Skoczylas, Religia ta kultura, s. 58, 1715 r. (dek. Kowel).",woł,,Włodzimierz,Włodzimierz,Kijów-Wilno,,świątynia główna
11 838,Kaczyn,,,wieś,dr,s,,NarNMP,Kościół katolicki ob. greckiego,,"Kołbuk 1998, s. 320; Skoczylas, Religia ta kultura, s. 62, 1715 r. (dek. Kamień Koszyrski).",woł,,Włodzimierz,Włodzimierz,Kijów-Wilno,,świątynia główna
11 846,Kamień Koszyrski,,,miasto,,,,Mikołaj Bp,Kościół katolicki ob. greckiego,,"Kołbuk 1998, s. 320; Skoczylas, Religia ta kultura, s. 63, 1715 r. (dek. Kamień Koszyrski).",woł,,Włodzimierz,Włodzimierz,Kijów-Wilno,,świątynia główna
12 846,Mielnica,,,miasto,mr,s,,Józef OblNMP,Kościół katolicki ob. łacińskiego,,"Litak 1996, s. 391.",woł,Włodzimierz,Łuck,Łuck,Lwów,,świątynia główna
12 896,Łomoczanka,,"Łomczanka, Łomaczanka",wieś,,,,,Kościół katolicki ob. łacińskiego,,"Litak 1996, s. 391.",woł,Włodzimierz,Łuck,Łuck,Lwów,Hulewicze,świątynia pomocnicza
3 920,Wietły,,,wieś,dr,k,,Mikołaj Bp,Kościół katolicki ob. greckiego,,"Kołbuk 1998, s. 302.",rus,Ratno,Chełm,Chełm,Kijów-Wilno,,świątynia główna
9 404,Horodyszcze,,,miasto,dr,s,,NarNMP,Kościół katolicki ob. greckiego,,"Kołbuk 1998, s. 317.",podl,Mielnik,Brześć,Włodzimierz,Kijów-Wilno,,świątynia główna
4 437,Olchowiec,,,wieś,dr,s,,Jan Ch,Kościół katolicki ob. greckiego,,"Kołbuk 1998, s. 300.",rus,Krasnystaw,Chełm,Chełm,Kijów-Wilno,,świątynia główna
5 628,Chutcze,,,wieś,dr,s,,Piotr i Paweł AAp,Kościół katolicki ob. greckiego,,"Kołbuk 1998, s. 300.",rus,Krasnystaw,Chełm,Chełm,Kijów-Wilno,,świątynia główna
5 772,Żulin,,,wieś,dr,s,,WnNMP,Kościół katolicki ob. greckiego,,"Kołbuk 1998, s. 300.",rus,Krasnystaw,Chełm,Chełm,Kijów-Wilno,,świątynia główna
2 911,Pawłów,,,miasto,dr,d,,Jan Ch,Kościół katolicki ob. łacińskiego,,"Litak 1996, s. 362.",rus,Chełm,,Chełm,Lwów,,świątynia główna
2 975,Sosnowica,,,miasto,dr,s,,"Św. Trójca, NMP, Szymon i Juda Tadeusz AAp, Katarzyna PM, Wszyscy Św",Kościół katolicki ob. łacińskiego,,"Litak 1996, s. 362.",rus,Chełm,,Chełm,Lwów,,świątynia główna
2 858,Łopiennik Lacki,,"Łopiennik, Łopiennik Górny",wieś,dr,k,,Bartłomiej Ap,Kościół katolicki ob. łacińskiego,,"Litak 1996; s. 363 (Łopiennik); obecnie parafia łacińska w Łopienniku Górnym, części dawnego Łopiennika Lackiego  (http://www.lopiennik.pl, 8.09.2003)",rus,Krasnystaw,,Chełm,Lwów,,świątynia główna
12 150,Mielnica,,,miasto,dr,s,,OpNMP,Kościół katolicki ob. greckiego,,"Kołbuk 1998, s. 321.",woł,,Włodzimierz,Włodzimierz,Kijów-Wilno,,świątynia główna
2 177,Chabne,,Chabno,miasto,,,,,Religia mojżeszowa,,"Liczba głów, s. 403, 1765 r. (kahał); AJZR. 5.2, s. 58, 1765 r.",kij,,,,,,świątynia główna
12 209,Musor Nowy,,Nowy Mosor,wieś,dr,s,,Św. Trójca,Kościół katolicki ob. greckiego,,"Kołbuk 1998, s. 321; Skoczylas, Religia ta kultura, s. 63, 1715 r. (dek. Kisielin).",woł,,Włodzimierz,Włodzimierz,Kijów-Wilno,,świątynia główna
12 415,Porska Wólka,,,wieś,dr,s,,PKrzyża Św,Kościół katolicki ob. greckiego,,"Kołbuk 1998, s. 322.",woł,,Włodzimierz,Włodzimierz,Kijów-Wilno,,świątynia główna
12 760,Załazie,,,wieś,dr,,,Jan Ch,Kościół katolicki ob. greckiego,,"Kołbuk 1998, s. 323.",woł,,Włodzimierz,Włodzimierz,Kijów-Wilno,,świątynia główna
5 704,Berdyszcze,,,wieś,dr,s,,OpNMP,Kościół katolicki ob. greckiego,,"Kołbuk 1998, s. 297.",rus,Chełm,Chełm,Chełm,Kijów-Wilno,,świątynia główna
5 639,Husynne,,,wieś,dr,s,,Onufry P,Kościół katolicki ob. greckiego,,"Kołbuk 1998, s. 297.",rus,Chełm,Chełm,Chełm,Kijów-Wilno,,świątynia główna
5 613,Pławanice,,,wieś,dr,s,,Jan Ch,Kościół katolicki ob. greckiego,,"Kołbuk 1998, s. 297.",rus,Chełm,Chełm,Chełm,Kijów-Wilno,,świątynia główna
5 631,Żmudź,,,wieś,dr,s,,PKrzyża Św,Kościół katolicki ob. greckiego,,"Kołbuk 1998, s. 298.",rus,Chełm,Chełm,Chełm,Kijów-Wilno,,świątynia główna
5 622,Kamień,,,wieś,dr,s,,Michał A,Kościół katolicki ob. greckiego,,"Kołbuk 1998, s. 297.",rus,Chełm,Chełm,Chełm,Kijów-Wilno,,świątynia główna
5 621,Klesztów,,,wieś,dr,s,,WnNMP,Kościół katolicki ob. greckiego,,"Kołbuk 1998, s. 297.",rus,Chełm,Chełm,Chełm,Kijów-Wilno,,świątynia główna
4 008,Szack,,,wieś,dr,k,,NarNMP,Kościół katolicki ob. greckiego,,"Kołbuk 1998, s. 302.",rus,Luboml,Chełm,Chełm,Kijów-Wilno,,świątynia główna
5 732,Krymno,,,wieś,dr,k,,Michał A,Kościół katolicki ob. greckiego,,"Kołbuk 1998, s. 301.",rus,Luboml,Chełm,Chełm,Kijów-Wilno,,świątynia główna
3 748,Połapy,,,wieś,dr,k,,Nicetas Patriarcha,Kościół katolicki ob. greckiego,,"Kołbuk 1998, s. 302.",rus,Luboml,Chełm,Chełm,Kijów-Wilno,,świątynia główna
3 801,Luboml,,,miasto,dr,k,,Michał A,Kościół katolicki ob. greckiego,,"Kołbuk 1998, s. 301.",rus,Luboml,Chełm,Chełm,Kijów-Wilno,,świątynia główna
5 733,Jarewiszcze,,,wieś,dr,k,,WnNMP,Kościół katolicki ob. greckiego,,"Kołbuk 1998, s. 301.",rus,Luboml,Chełm,Chełm,Kijów-Wilno,,świątynia główna
8 765,Adamów,,Jadamów,miasto,dr,,,Antoni O,Kościół katolicki ob. łacińskiego,,"Litak 1996, s. 235.",san,Łuków,Lublin,Kraków,Gniezno,Adamów,świątynia pomocnicza
19 232,Kopciowszczyzna,,Koptijówka,wieś,dr,s,,Św. Trójca,Kościół katolicki ob. greckiego,,"Kołbuk 1998, s. 114; Socjografia, s. 142 (prawdopodobnie jako Koptijówka).",kij,Owrucz,Kijów,Kijów-Wilno,Kijów-Wilno,,świątynia główna
19 481,Owrucz,,,miasto,dr,k,,Mikołaj Bp,Kościół katolicki ob. greckiego,,"Kołbuk 1998, s. 128; Socjografia, s. 142.",kij,Owrucz,Kijów,Kijów-Wilno,Kijów-Wilno,,świątynia główna
19 482,Owrucz,,,miasto,dr,k,zak,WnNMP,Kościół katolicki ob. greckiego,Bazylianie,"Kołbuk 1998, s. 128; Socjografia, s. 142.",kij,Owrucz,Kijów,Kijów-Wilno,Kijów-Wilno,,świątynia główna
11 591,Butyń,,,wieś,dr,s,,Michał A,Kościół katolicki ob. greckiego,,"Kołbuk 1998, s. 274.",woł,,,Łuck,Kijów-Wilno,,świątynia główna
19 476,Ostrohlady,,"Ostrogladowicze, Ostrohladówka, Ostrohładowicze",miasto,dr,s,,ZmPańskie,Kościół katolicki ob. greckiego,,"Kołbuk 1998, s. 128; Socjografia, s. 117 (Ostrohladówka); Spirydonow, Białoruś, mapa.",kij,Czarnobyl,Kijów,Kijów-Wilno,Kijów-Wilno,,świątynia główna
7 855,Czchów,,,miasto,dr,,kłs,Św. Duch,Kościół katolicki ob. łacińskiego,,"Litak 1996, s. 256.",kr,Lipnica Murowana,Wojnicz,Kraków,Gniezno,Czchów,świątynia pomocnicza
7 642,Olszówka,,,wieś,dr,k,,Jan Ch,Kościół katolicki ob. łacińskiego,,"Litak 1996, s. 218.",kr,Dobczyce,Kraków,Kraków,Gniezno,,świątynia główna
7 655,Pcim,,,wieś,dr,s,,Mikołaj Bp,Kościół katolicki ob. łacińskiego,,"Litak 1996, s. 218.",kr,Dobczyce,Kraków,Kraków,Gniezno,,świątynia główna
7 765,Tarnawa,,,wieś,dr,s,,NawNMP,Kościół katolicki ob. łacińskiego,,"Litak 1996, s. 219.",kr,Dobczyce,Kraków,Kraków,Gniezno,,świątynia główna
7 601,Męcina,,Męcina Górna,wieś,dr,s,,Antoni O,Kościół katolicki ob. łacińskiego,,"Litak 1996, s. 238.",kr,Nowy Sącz,Nowy Sącz,Kraków,Gniezno,,świątynia główna
7 444,Chomranice,,,wieś,dr,s,,Imię NMP,Kościół katolicki ob. łacińskiego,,"Litak 1996, s. 238.",kr,Nowy Sącz,Nowy Sącz,Kraków,Gniezno,,świątynia główna
7 498,Harklowa,,,wieś,dr,s,,NarNMP,Kościół katolicki ob. łacińskiego,,"Litak 1996, s. 239.",kr,Nowy Targ,Nowy Sącz,Kraków,Gniezno,,świątynia główna
7 853,Czarny Dunajec,,,wieś,dr,,,"Rozalia P, Sebastian M, Roch W",Kościół katolicki ob. łacińskiego,,"Litak 1996, s. 240.",kr,Nowy Targ,Nowy Sącz,Kraków,Gniezno,Czarny Dunajec,świątynia pomocnicza
8 051,Dębno,,,wieś,dr,k,,Michał A,Kościół katolicki ob. łacińskiego,,"Litak 1996, s. 240.",kr,Nowy Targ,Nowy Sącz,Kraków,Gniezno,Maniowy,świątynia pomocnicza
8 146,Trzebunia,,,wieś,dr,,,"Andrzej Ap, Maria Magdalena",Kościół katolicki ob. łacińskiego,,"Litak 1996, s. 229.",kr,Skawina,Kraków,Kraków,Gniezno,Sułkowice,świątynia pomocnicza
8 059,Grywałd,,,wieś,dr,k,,Marcin Bp,Kościół katolicki ob. łacińskiego,,"Litak 1996, s. 240.",kr,Nowy Targ,Nowy Sącz,Kraków,Gniezno,Krościenko,świątynia pomocnicza
19 158,Jołcza,,"Jołczanka, Jelcza",wieś,dr,d,,Michał A,Kościół katolicki ob. greckiego,,"Kołbuk 1998, s. 111; Socjografia, s. 117 (Jołczanka, patronat Straszewicza, marszałka upickiego).",kij,Czarnobyl,Kijów,Kijów-Wilno,Kijów-Wilno,,świątynia główna
18 842,Babczyn,,,wieś,dr,s,,PKrzyża Św,Kościół katolicki ob. greckiego,,"Kołbuk 1998, s. 95; Socjografia, s. 116.",kij,Czarnobyl,Kijów,Kijów-Wilno,Kijów-Wilno,,świątynia główna
16 490,Borowno,,,wieś,dr,s,,Wawrzyniec M,Kościół katolicki ob. łacińskiego,,"Litak 1996, s. 198.",sier,Brzeźnica,Uniejów,Gniezno,Gniezno,,świątynia główna
16 675,Cykarzew,,,wieś,dr,d,,Stanisław Bp,Kościół katolicki ob. łacińskiego,,"Litak 1996, s. 198.",sier,Brzeźnica,Uniejów,Gniezno,Gniezno,Mykanów,świątynia pomocnicza
19 480,Owrucz,,,miasto,dr,k,,PPańskie,Kościół katolicki ob. greckiego,,"Kołbuk 1998, s. 128; Socjografia, s. 142.",kij,Owrucz,Kijów,Kijów-Wilno,Kijów-Wilno,,świątynia główna
19 552,Potapowicze,,,wieś,dr,s,,Michał A,Kościół katolicki ob. greckiego,,"Kołbuk 1998, s. 132 (prawdopodobnie w dekanacie Owrucz).",kij,Owrucz,Kijów,Kijów-Wilno,Kijów-Wilno,,świątynia główna
19 336,Łaski,,Laskowka,wieś,dr,s,,Św. Trójca,Kościół katolicki ob. greckiego,,"Kołbuk 1998, s. 121; Socjografia, s. 98 (Laskowka).",kij,Barasze,Kijów,Kijów-Wilno,Kijów-Wilno,,świątynia główna
18 605,Waśkowicze,,Waśków,wieś,dr,s,,NarPańskie,Kościół katolicki ob. greckiego,,"Kołbuk 1998, s. 145 (brac); Socjografia, s. 98; Jabłonowski, Ziemie ruskie, nr 8.",kij,Barasze,Kijów,Kijów-Wilno,Kijów-Wilno,,świątynia główna
15 097,Płock,,,miasto,dr,d,,Idzi O,Kościół katolicki ob. łacińskiego,,"Litak 1996, s. 267.",pł,Płock,Płock,Płock,Gniezno,Płock,świątynia pomocnicza
19 223,Kołocko,,Kołckie,wieś,dr,s,,PKrzyża Św,Kościół katolicki ob. greckiego,,"Kołbuk 1998, s. 114; Socjografia, s. 97 (Kołckie).",kij,Barasze,Kijów,Kijów-Wilno,Kijów-Wilno,,świątynia główna
19 890,Żerewce,,,wieś,dr,s,,Mikołaj Bp,Kościół katolicki ob. greckiego,,"Kołbuk 1998, s. 150; Socjografia, s. 99.",kij,Barasze,Kijów,Kijów-Wilno,Kijów-Wilno,,świątynia główna
18 960,Choczyń,,Choczeń,wieś,dr,s,,Mikołaj Bp,Kościół katolicki ob. greckiego,,"Kołbuk 1998, s. 100 (prawdopodobnie w dekanacie Barasze).",kij,Barasze,Kijów,Kijów-Wilno,Kijów-Wilno,,świątynia główna
15 638,Rydzyna,Reisen,,miasto,mr,s,,Stanisław Bp,Kościół katolicki ob. łacińskiego,,"Litak 1996, s. 293.",poz,Krobia,Śrem,Poznań,Gniezno,,świątynia główna
15 797,Święciechowa,,,miasto,mr,d,,Jakub W Ap,Kościół katolicki ob. łacińskiego,,"Litak 1996, s. 296.",poz,Wschowa,Śrem,Poznań,Gniezno,,świątynia główna
15 818,Zbarzewo,,,wieś,mr,s,,NarNMP,Kościół katolicki ob. łacińskiego,,"Litak 1996, s. 296.",poz,Wschowa,Śrem,Poznań,Gniezno,,świątynia główna
15 811,Włoszakowice,,,wieś,mr,s,,Św. Trójca,Kościół katolicki ob. łacińskiego,,"Litak 1996, s. 296.",poz,Wschowa,Śrem,Poznań,Gniezno,,świątynia główna
15 711,Kaszczor,,,wieś,mr,d,obsł. zak,Wojciech Bp,Kościół katolicki ob. łacińskiego,Cystersi,"Litak 1996, s. 296, 499 (parafia obsługiwana przez cystersów z Przemętu).",poz,Wschowa,Śrem,Poznań,Gniezno,,świątynia główna
12 583,Stepań,,,miasto,dr,s,,Św. Trójca,Kościół katolicki ob. greckiego,,"Kołbuk 1998, s. 291; Kondratiuk, Dżereła z istorii, 1791-1792 r. (dek. Stepań)",woł,,,Łuck,Kijów-Wilno,,świątynia główna
15 841,Charbielin,,,wieś,dr,s,,WnNMP,Kościół katolicki ob. łacińskiego,,"Litak 1996, s. 297.",poz,Wschowa,Śrem,Poznań,Gniezno,Dłużyna,świątynia pomocnicza
16 015,Tylewice,,,wieś,mr,,,NarNMP,Kościół katolicki ob. łacińskiego,,"Litak 1996, s. 297.",poz,Wschowa,Śrem,Poznań,Gniezno,Łysiny,świątynia pomocnicza
16 040,Gostyń,,,miasto,,,zak,NPNMP,Kościół katolicki ob. łacińskiego,Oratorianie (Filipini),"Litak 1996, s. 524.",poz,Śrem,Śrem,Poznań,Gniezno,,świątynia pomocnicza
15 690,Domachowo,,,wieś,dr,d,,"Św. Krzyż, Michał A",Kościół katolicki ob. łacińskiego,,"Litak 1996, s. 295.",poz,Śrem,Śrem,Poznań,Gniezno,,świątynia główna
13 827,Borek,,,miasto,dr,,kłs,Św. Duch,Kościół katolicki ob. łacińskiego,,"Litak 1996, s. 290 (poz).",kal,Borek,Śrem,Poznań,Gniezno,Borek,świątynia pomocnicza
15 828,Borek,,,miasto,dr,d-mk,kłs,"Św. Trójca, Walenty, Sebastian MM",Kościół katolicki ob. łacińskiego,,"Litak 1996, s. 290 (poz).",kal,Borek,Śrem,Poznań,Gniezno,Borek,świątynia pomocnicza
19 424,Narodycze,,Narodzicze,miasto,dr,s,,Mikołaj Bp,Kościół katolicki ob. greckiego,,"Kołbuk 1998, s. 125; Socjografia, s. 142.",kij,Owrucz,Kijów,Kijów-Wilno,Kijów-Wilno,,świątynia główna
19 425,Narodycze,,Narodzicze,miasto,dr,s,,PPańskie,Kościół katolicki ob. greckiego,,"Kołbuk 1998, s. 125; Socjografia, s. 142.",kij,Owrucz,Kijów,Kijów-Wilno,Kijów-Wilno,,świątynia główna
19 168,Kacowszczyzna,,"Katowszczyzna, Kaciówka",wieś,dr,s,,Demetriusz M,Kościół katolicki ob. greckiego,,"Kołbuk 1998, s. 111; Socjografia, s. 141 (Kaciówka).",kij,Owrucz,Kijów,Kijów-Wilno,Kijów-Wilno,,świątynia główna
9 094,Popkowice,,,wieś,mr,s,,"Anna, Św. Krzyż, Św. Trójca",Kościół katolicki ob. łacińskiego,,"Litak 1996, s. 258.",lub,Urzędów,Zawichost,Kraków,Gniezno,,świątynia główna
9 133,Olbięcin,,,wieś,dr,,,Tekla PM,Kościół katolicki ob. łacińskiego,,"Litak 1996, s. 259.",lub,Urzędów,Zawichost,Kraków,Gniezno,Dzierzkowice,świątynia pomocnicza
14 077,Gniezno,,Zajeziorze,miasto,dr,d,,Św. Krzyż,Kościół katolicki ob. łacińskiego,,"Litak 1996, s. 169.",gn,Gniezno - św. Trójca,Gniezno,Gniezno,Gniezno,Gniezno - św. Trójca,świątynia pomocnicza
13 950,Gniezno,,Zajeziorze,miasto,mr,d,,Św. Trójca,Kościół katolicki ob. łacińskiego,,"Litak 1996, s. 169.",gn,Gniezno - św. Trójca,Gniezno,Gniezno,Gniezno,,świątynia główna
22 820,Borek,,,miasto,mr,,,Maria Magdalena,Kościół katolicki ob. łacińskiego,,"Litak 1996, s. 290 (przy drodze do Koźmina).",kal,Borek,Śrem,Poznań,Gniezno,Borek,świątynia pomocnicza
13 737,Głuchów,,,wieś,dr,,,Zygmunt Kr,Kościół katolicki ob. łacińskiego,,"Litak 1996, s. 292.",kal,Koźmin,Śrem,Poznań,Gniezno,Pogorzela,świątynia pomocnicza
13 735,Mokronos,,,wieś,dr,,,Rozalia P,Kościół katolicki ob. łacińskiego,,"Litak 1996, s. 292.",kal,Koźmin,Śrem,Poznań,Gniezno,Mokronos,świątynia pomocnicza
13 614,Mokronos,,,wieś,dr,s,,Andrzej Ap,Kościół katolicki ob. łacińskiego,,"Litak 1996, s. 291.",kal,Koźmin,Śrem,Poznań,Gniezno,,świątynia główna
13 631,Pogorzela,,,miasto,mr,s,,"Michał A, Agnieszka",Kościół katolicki ob. łacińskiego,,"Litak 1996, s. 292.",kal,Koźmin,Śrem,Poznań,Gniezno,,świątynia główna
13 528,Dobrzyca,,,miasto,dr,s,,"ZKrzyża Św, Katarzyna PM",Kościół katolicki ob. łacińskiego,,"Litak 1996, s. 291.",kal,Koźmin,Śrem,Poznań,Gniezno,,świątynia główna
13 774,Koźmin,Koschmin,,miasto,dr,mk,kłs,Św. Duch,Kościół katolicki ob. łacińskiego,,"Litak 1996, s. 292.",kal,Koźmin,Śrem,Poznań,Gniezno,Koźmin,świątynia pomocnicza
15 703,Górka Duchowna,,,wieś,mr,d,obsł. zak,Michał A,Kościół katolicki ob. łacińskiego,Benedyktyni,"Litak 1996, s. 294, 492 (parafia obsługiwana przez benedyktynów z Lubinia).",poz,Śmigiel,Śrem,Poznań,Gniezno,,świątynia główna
15 688,Długie Stare,,Długie Wielkie,wieś,mr,s,,Marcin Bp,Kościół katolicki ob. łacińskiego,,"Litak 1996, s. 296.",poz,Wschowa,Śrem,Poznań,Gniezno,,świątynia główna
15 670,Bukowiec,,,wieś,dr,s,,Marcin Bp,Kościół katolicki ob. łacińskiego,,"Litak 1996, s. 296.",poz,Wschowa,Śrem,Poznań,Gniezno,,świątynia główna
1 307,Siedlnica,,,wieś,,s,,Stanisław Bp,Kościół katolicki ob. łacińskiego,,"Litak 1996, s. 419.",poz,Sława,Głogów Wielki,Wrocław,Rzym,,świątynia główna
15 625,Poznań,Posen,"Piotrowo, Łacina, Śródka",miasto,mr,d,zak,Małgorzata PM,Kościół katolicki ob. łacińskiego,Oratorianie (Filipini),"Litak 1996, s. 283.",poz,Poznań,Poznań,Poznań,Gniezno,,świątynia główna
15 630,Poznań,Posen,"Piotrowo, Łacina, Śródka",miasto,mr,d,,Marcin Bp,Kościół katolicki ob. łacińskiego,,"Litak 1996, s. 283.",poz,Poznań,Poznań,Poznań,Gniezno,,świątynia główna
24 583,Poznań,Posen,"Piotrowo, Łacina, Śródka",miasto,,,zak,Eliasz Prorok,Kościół katolicki ob. łacińskiego,Karmelici bosi,"Litak 2006, s. 414.",poz,Poznań,Poznań,Poznań,Gniezno,,świątynia pomocnicza
23 258,Poznań,Posen,"Piotrowo, Łacina, Śródka",miasto,,,zak,,Kościół katolicki ob. łacińskiego,Benedyktynki,"Litak 1996, s. 532.",poz,Poznań,Poznań,Poznań,Gniezno,,świątynia pomocnicza
23 253,Poznań,Posen,"Piotrowo, Łacina, Śródka",miasto,,,zak,Antoni Pad,Kościół katolicki ob. łacińskiego,Franciszkanie konwentualni,"Litak 1996, s. 508.",poz,Poznań,Poznań,Poznań,Gniezno,,świątynia pomocnicza
23 261,Poznań,Posen,"Piotrowo, Łacina, Śródka",miasto,,,zak,Stanisław Bp,Kościół katolicki ob. łacińskiego,Jezuici,"Litak 1996, s. 513.",poz,Poznań,Poznań,Poznań,Gniezno,,świątynia pomocnicza
23 056,Warszawa,,,miasto,,,zak,"Marcin, PocNMP",Kościół katolicki ob. łacińskiego,Augustianie eremici,"Litak 1996, s. 491.",maz,Piaseczno,Warszawa,Poznań,Gniezno,,świątynia pomocnicza
14 899,Warszawa,,,miasto,mr,,,Zdjęcie z Krzyża,Kościół katolicki ob. łacińskiego,,"Litak 1996, s. 303.",maz,Piaseczno,Warszawa,Poznań,Gniezno,Warszawa,świątynia pomocnicza
14 898,Warszawa,,,miasto,mr,,kłs,,Kościół katolicki ob. łacińskiego,,"Litak 1996, s. 303 (w domu poprawu i sierot oraz szpitalu dla pielgrzymów).",maz,Piaseczno,Warszawa,Poznań,Gniezno,Warszawa,świątynia pomocnicza
23 071,Warszawa,,,miasto,,,zak,PPańskie,Kościół katolicki ob. łacińskiego,Kapucyni,"Litak 1996, s. 518.",maz,Piaseczno,Warszawa,Poznań,Gniezno,,świątynia pomocnicza
14 900,Warszawa,,,miasto,mr,,,Stanisław Bp,Kościół katolicki ob. łacińskiego,,"Litak 1996, s. 303.",maz,Piaseczno,Warszawa,Poznań,Gniezno,Warszawa,świątynia pomocnicza
13 671,Szczury,,,wieś,dr,s,,Michał A,Kościół katolicki ob. łacińskiego,,"Litak 1996, s. 176.",kal,Kalisz,Kalisz,Gniezno,Gniezno,,świątynia główna
13 542,Górzno,,,wieś,dr,s,,Mateusz Ap,Kościół katolicki ob. łacińskiego,,"Litak 1996, s. 175.",kal,Kalisz,Kalisz,Gniezno,Gniezno,,świątynia główna
16 667,Brodnia,,,wieś,dr,k,,Stanisław Bp,Kościół katolicki ob. łacińskiego,,"Litak 1996, s. 200.",sier,Lutomiersk,Uniejów,Gniezno,Gniezno,Zadzim,świątynia pomocnicza
13 558,Jutrosin,Jutroschin,,miasto,mr,s,,"WnNMP, Katarzyna PM",Kościół katolicki ob. łacińskiego,,"Litak 1996, s. 292.",kal,Krobia,Śrem,Poznań,Gniezno,,świątynia główna
7 842,Biecz,,,miasto,dr,,,Piotr Ap,Kościół katolicki ob. łacińskiego,,"Litak 1996, s. 253.",kr,Biecz,Wojnicz,Kraków,Gniezno,Biecz,świątynia pomocnicza
23 991,Lwów,,,miasto,,,zak,,Kościół katolicki ob. łacińskiego,Pijarzy,"Litak 1996, s. 526.",rus,Lwów,Lwów,Lwów,Lwów,,świątynia pomocnicza
22 564,Kazimierz,,"Kraków, Stradom, Skałka, Podgórze",miasto,,,,,Kościół katolicki ob. łacińskiego,Koletki,"Plan Kołłątajowski, 1785 r. (na Stradomiu, bez swojego kościoła); Borkowska, Zakony, s. 232 (korzystają z kościoła bernardynów).",kr,Kraków,Kraków,Kraków,Gniezno,,świątynia pomocnicza
