ob_id,name,province,s_province,pl_type,pl_name,pl_name_v,pal_name,diocese,kind,title,comment,source,pl_name_de,category
14 430,Franciszkanie obserwanci (Bernardyni) - Ordo Fratrum Minorum de Observantia,wielkopolska,kustodia warszawska,miasto,Łęczyca,,łęcz,Gniezno,konw,NPNMP,,"ANV, vol. 121, k. 41-73: Katalog osobowy zakonników
według konwentów i prezydencji w dwóch kustodiach prowincji wielkopolskiej
– zapewne z końca 1773 r. bez ogólnego tytułu oraz tamże, k. 79:
sporządzona na tej podstawie przez G. Garampiego tabela bez tytułu.
Opr.: ZM, s. 195-197; Flaga, Zakony, s. 58-61.",,m
14 431,Dominikanie - Ordo Predicatorum,polska,,miasto,Łęczyca,,łęcz,Gniezno,konw,"Stanisław Bp, Dorota PM",,"ANV, vol. 123, k. 195-195v: Tabella varias in columnas
distributa in qua omnia et singula coenobia Provinciae Poloniae Ordinis
Praedicatorum recensentur, dioeceses, palatinatus, districtus, terrestres,
in quibus sunt, adnotantur eorumque religiosae personae, sacerdotes praesertim
cum suis muniis, respective indicantur – zapewne z końca 1773
lub początku 1774 r. Opr.: ZM, s. 209-210; Flaga, Zakony, s. 74-75.",,m
14 432,Jezuici - Societas Jesu,wielkopolska,,miasto,Łęczyca,,łęcz,Gniezno,rez,NPNMP,,"Catalogus personarum et officiorum Provinciae Poloniae
Maioris Societatis Jesu ex anno 1772 in annum 1773, Posnaniae b.r. Typis
S.R.M. et Reipublicae in coll. Societatis Jesu. Opr.: ZM, s. 235-237; Flaga,
Zakony, s. 106-109; EWJ.",,m
14 433,Franciszkanie Konwentualni - Ordo Fratrum Minorum Conventualium,polska,kustodia gnieźnieńska,wieś,Łódź-Łagiewniki,,łęcz,Gniezno,"filia, konw",Antoni Pad,duszpasterstwo we własnym kościele na polecnie plebana,"ANV, vol. 120, k. 293-296: Status Provinciae Poloniae
et partis Prussiae Ordinis Minorum S.P. Francisci Conventualium – z 31
grudnia 1773 r. Opr.: ZM, s. 220-231; Flaga, Zakony, s. 84-88.",,m
15 128,Reformaci - Ordo Fratrum Minorum Strictioris Observantiae Reformatorum,pruska,,miasto,Płock,,pł,Płock,konw,Jan Ch,,"ANV, vol. 122, k. 28-28v: Schema Provinciae Reformatae
Marianae in Prussia – z początku 1774 r. Opr.: ZM, s. 282; Flaga, Zakony,
s. 138-139.",,m
17 446,Kanonicy regularni od pokuty (Markowie) - Ordo Canonicorum Regularium Beatorum Martyrum de Poenitentia,litewska,,miasto,Miory,,wil,Wilno,"konw, par.",WnNMP,,"ANV, vol. 112, k. 487-540v: Canonici Regolari sotto il
titolo de Beati Martiri della Penitenza [...]. Opr.: ZM, s. 249-250.",,m
14 434,Paulini - Ordo Fratrum Sancti Pauli Primi Eremitae,polska,,miasto,Oporów,,łęcz,Gniezno,"par., konw",Marcin Bp,,"ANV, vol. 122, k. 331-332; Summarium conventuum
Ordinis Monachorum Sancti Pauli Primi Eremitae in Provincia Polona
existentium cum titulis ecclesiarum, cura animarum, dioecesi, palatinatu,
terra, districtu, oppido, villa, distantia, numero sacerdotum, clericorum,
concionatorum, professorum, confessariorum, capellanorum concriptum
A.D. 1773 diebus Decembris. Opr.: ZM, s. 272-273; Flaga, Zakony,
s. 128-129.",,m
14 436,Kanonicy regularni laterańscy - Canonici Regularis Lateranensis,Kongregacja trzemeszeńska,,wieś,Sobótka,,łęcz,Gniezno,par.,Mateusz Ap,,"ZM, s. 245-247 (tamże, podstawa źródłowa).",,m
14 497,Franciszkanie obserwanci (Bernardyni) - Ordo Fratrum Minorum de Observantia,wielkopolska,kustodia poznańska,miasto,Barczewo,,malb,Warmia,konw,Andrzej Ap,,"ANV, vol. 121, k. 41-73: Katalog osobowy zakonników
według konwentów i prezydencji w dwóch kustodiach prowincji wielkopolskiej
– zapewne z końca 1773 r. bez ogólnego tytułu oraz tamże, k. 79:
sporządzona na tej podstawie przez G. Garampiego tabela bez tytułu.
Opr.: ZM, s. 195-197; Flaga, Zakony, s. 58-61.",,m
14 498,Franciszkanie obserwanci (Bernardyni) - Ordo Fratrum Minorum de Observantia,wielkopolska,kustodia warszawska,wieś,Kadyny,,malb,Warmia,konw,Antoni Pad,,"ANV, vol. 121, k. 41-73: Katalog osobowy zakonników
według konwentów i prezydencji w dwóch kustodiach prowincji wielkopolskiej
– zapewne z końca 1773 r. bez ogólnego tytułu oraz tamże, k. 79:
sporządzona na tej podstawie przez G. Garampiego tabela bez tytułu.
Opr.: ZM, s. 195-197; Flaga, Zakony, s. 58-61.",Cadinen,m
14 499,Franciszkanie obserwanci (Bernardyni) - Ordo Fratrum Minorum de Observantia,wielkopolska,kustodia warszawska,wieś,Stoczek Klasztorny,,malb,Warmia,konw,Świątynia Pokoju,,"ANV, vol. 121, k. 41-73: Katalog osobowy zakonników
według konwentów i prezydencji w dwóch kustodiach prowincji wielkopolskiej
– zapewne z końca 1773 r. bez ogólnego tytułu oraz tamże, k. 79:
sporządzona na tej podstawie przez G. Garampiego tabela bez tytułu.
Opr.: ZM, s. 195-197; Flaga, Zakony, s. 58-61.",Kloster Springborn,m
14 500,Jezuici - Societas Jesu,wielkopolska,,miasto,Malbork,,malb,Chełmno,rez,NMP,,"Catalogus personarum et officiorum Provinciae Poloniae
Maioris Societatis Jesu ex anno 1772 in annum 1773, Posnaniae b.r. Typis
S.R.M. et Reipublicae in coll. Societatis Jesu. Opr.: ZM, s. 235-237; Flaga,
Zakony, s. 106-109; EWJ.",,m
14 913,Augustianie Eremici - Ordo Eremitarum Santi Augustini,polska,,miasto,Warszawa,,maz,Poznań,konw,"Marcin, PocNMP",,"Źródła i opr. do wszystkich zakonów w Rzeczypospolitej i na Śląsku:
ZM; Janicka-Olczakowa, Zakony żeńskie; Flaga, Zakony; Marecki,
Zakony. ANV, vol. 107, k. 38: Tabula Provinciae Polonae Ordinis Eremitarum Sancti Patris Augustini, oraz tamże, k. 39-46 (bez tytułu wykaz konwentów augustiańskich w ramach diecezji z listami imiennymi zakonników. Opr. ZM, s. 186-188; Flaga, Zakony, s. 45-47.",,m
14 920,Franciszkanie obserwanci (Bernardyni) - Ordo Fratrum Minorum de Observantia,małopolska NMP,,miasto,Góra Kalwaria,,maz,Poznań,konw,OfNMP,,"ANV, vol. 121, k. 230-230v: Provincia [...] Minoris Poloniae
[...] Ordinis Minorum Regularis Observantiae S. P. Francisci [...]
sub titulo et sigillo Sanctae Mariae Virginis, prout de facto reperitur in
numero et statu conventuum ac religiosorum in hac Tabella A. D. 1773 die
30 Novembris describitur. Opr.: ZM, s. 192; Flaga, Zakony, s. 53.",,m
14 921,Franciszkanie obserwanci (Bernardyni) - Ordo Fratrum Minorum de Observantia,małopolska NMP,,miasto,Warszawa-Praga,,maz,Płock,konw,Antoni Pad,,"ANV, vol. 121, k. 230-230v: Provincia [...] Minoris Poloniae
[...] Ordinis Minorum Regularis Observantiae S. P. Francisci [...]
sub titulo et sigillo Sanctae Mariae Virginis, prout de facto reperitur in
numero et statu conventuum ac religiosorum in hac Tabella A. D. 1773 die
30 Novembris describitur. Opr.: ZM, s. 192; Flaga, Zakony, s. 53.",,m
14 922,Franciszkanie obserwanci (Bernardyni) - Ordo Fratrum Minorum de Observantia,wielkopolska,kustodia warszawska,miasto,Warszawa,,maz,Poznań,"konw, kust",Anna,,"ANV, vol. 121, k. 41-73: Katalog osobowy zakonników
według konwentów i prezydencji w dwóch kustodiach prowincji wielkopolskiej
– zapewne z końca 1773 r. bez ogólnego tytułu oraz tamże, k. 79:
sporządzona na tej podstawie przez G. Garampiego tabela bez tytułu.
Opr.: ZM, s. 195-197; Flaga, Zakony, s. 58-61.",,m
14 923,Franciszkanie obserwanci (Bernardyni) - Ordo Fratrum Minorum de Observantia,wielkopolska,kustodia warszawska,miasto,Ostrołęka,,maz,Płock,konw,Antoni Pad,,"ANV, vol. 121, k. 41-73: Katalog osobowy zakonników
według konwentów i prezydencji w dwóch kustodiach prowincji wielkopolskiej
– zapewne z końca 1773 r. bez ogólnego tytułu oraz tamże, k. 79:
sporządzona na tej podstawie przez G. Garampiego tabela bez tytułu.
Opr.: ZM, s. 195-197; Flaga, Zakony, s. 58-61.",,m
14 924,Franciszkanie obserwanci (Bernardyni) - Ordo Fratrum Minorum de Observantia,wielkopolska,kustodia warszawska,miasto,Przasnysz,,maz,Płock,konw,Jakub W Ap,,"ANV, vol. 121, k. 41-73: Katalog osobowy zakonników
według konwentów i prezydencji w dwóch kustodiach prowincji wielkopolskiej
– zapewne z końca 1773 r. bez ogólnego tytułu oraz tamże, k. 79:
sporządzona na tej podstawie przez G. Garampiego tabela bez tytułu.
Opr.: ZM, s. 195-197; Flaga, Zakony, s. 58-61.",,m
14 925,Franciszkanie obserwanci (Bernardyni) - Ordo Fratrum Minorum de Observantia,wielkopolska,kustodia warszawska,wieś,Strzegocin,,maz,Płock,konw,NPNMP,,"ANV, vol. 121, k. 41-73: Katalog osobowy zakonników
według konwentów i prezydencji w dwóch kustodiach prowincji wielkopolskiej
– zapewne z końca 1773 r. bez ogólnego tytułu oraz tamże, k. 79:
sporządzona na tej podstawie przez G. Garampiego tabela bez tytułu.
Opr.: ZM, s. 195-197; Flaga, Zakony, s. 58-61.",,m
14 926,Franciszkanie obserwanci (Bernardyni) - Ordo Fratrum Minorum de Observantia,wielkopolska,kustodia warszawska,miasto,Warszawa-Czerniaków,,maz,Poznań,konw,Antoni Pad,,"ANV, vol. 121, k. 41-73: Katalog osobowy zakonników
według konwentów i prezydencji w dwóch kustodiach prowincji wielkopolskiej
– zapewne z końca 1773 r. bez ogólnego tytułu oraz tamże, k. 79:
sporządzona na tej podstawie przez G. Garampiego tabela bez tytułu.
Opr.: ZM, s. 195-197; Flaga, Zakony, s. 58-61.",,m
14 927,Franciszkanie obserwanci (Bernardyni) - Ordo Fratrum Minorum de Observantia,wielkopolska,kustodia warszawska,wieś,Grodzisk,,maz,Płock,rez,Michał A,,"ANV, vol. 121, k. 41-73: Katalog osobowy zakonników
według konwentów i prezydencji w dwóch kustodiach prowincji wielkopolskiej
– zapewne z końca 1773 r. bez ogólnego tytułu oraz tamże, k. 79:
sporządzona na tej podstawie przez G. Garampiego tabela bez tytułu.
Opr.: ZM, s. 195-197; Flaga, Zakony, s. 58-61.",,m
14 928,Bonifratrzy - Ordo Sancti Joannis de Deo,Prowincja polska ZwNMP,,miasto,Warszawa,,maz,Poznań,konw,"Jan Boży, Andrzej Ap",,"ANV, vol. 120, k. 1-2: Specificatio conventuum Provinciae
Polonae et Magni Ducatus Lithuaniae sub titulo Sanctissimae Annuntiatae
Ordinis Sancti Joannis de Deo – zapewne z końca 1773 lub początku
1774 r. Opr.: ZM, 199.",,m
14 930,Bożogrobcy - Congregatio Canonicorum Regularium Custodum S. Sepulchri Domini Hierosolymitani (Miechoviensis),mazowiecka,,miasto,Wyszogród,,maz,Płock,"prep, par.",Św. Trójca,,"ANV, vol. 113, k. 2v-3v: Tabella status hodierni Congregationis
Canonicorum Regularium Dominici Sepulchri A.D. 1774 descripta;
ponadto tamże, k. 6-22: Acta capituli generalis Ordinis Canonicorum Regularium
Custodum Sanctissimi Sepulchri Christi Domini Hierosolymitani.
A.D. 1774 die 26 et sequentibus mensis Septembris in conventu Generali
Miechoviensi celebrati, gdzie na k. 19-22: Specificatio una cum ordinatione
personarum ordinis. Opr.: ZM, s. 201-203; Flaga, Zakony, s. 63-65.",,m
14 931,Dominikanie - Ordo Predicatorum,polska,,miasto,Warka,,maz,Poznań,konw,Stanisław Bp,,"ANV, vol. 123, k. 195-195v: Tabella varias in columnas
distributa in qua omnia et singula coenobia Provinciae Poloniae Ordinis
Praedicatorum recensentur, dioeceses, palatinatus, districtus, terrestres,
in quibus sunt, adnotantur eorumque religiosae personae, sacerdotes praesertim
cum suis muniis, respective indicantur – zapewne z końca 1773
lub początku 1774 r. Opr.: ZM, s. 209-210; Flaga, Zakony, s. 74-75.",,m
14 932,Dominikanie - Ordo Predicatorum,polska,,miasto,Warszawa,,maz,Poznań,konw,Jacek W,,"ANV, vol. 123, k. 195-195v: Tabella varias in columnas
distributa in qua omnia et singula coenobia Provinciae Poloniae Ordinis
Praedicatorum recensentur, dioeceses, palatinatus, districtus, terrestres,
in quibus sunt, adnotantur eorumque religiosae personae, sacerdotes praesertim
cum suis muniis, respective indicantur – zapewne z końca 1773
lub początku 1774 r. Opr.: ZM, s. 209-210; Flaga, Zakony, s. 74-75.",,m
14 933,"Dominikanie obserwanci - Congregatio Sancti Ludovici Bertrandi Ordinis Praedicatorum in Regno
Poloniae",polska,,miasto,Góra Kalwaria,,maz,Poznań,konw,,,"ANV, vol. 123, k. 348-348v: Specificatio conventuum
in Congregatione Sancti Ludovici Bertrandi Ordinis Praedicatorum in
Regno Poloniae tum quoad numerum eorum ac religiosorum, tum quoad
studia et obsequia ecclesiae – zapewne z końca 1773 lub początku 1774 r.
Opr.: ZM, s. 216; Flaga, Zakony, s. 79-81.",,m
14 934,"Dominikanie obserwanci - Congregatio Sancti Ludovici Bertrandi Ordinis Praedicatorum in Regno
Poloniae",polska,,miasto,Warszawa,,maz,Poznań,konw,NMPZ,,"ANV, vol. 123, k. 348-348v: Specificatio conventuum
in Congregatione Sancti Ludovici Bertrandi Ordinis Praedicatorum in
Regno Poloniae tum quoad numerum eorum ac religiosorum, tum quoad
studia et obsequia ecclesiae – zapewne z końca 1773 lub początku 1774 r.
Opr.: ZM, s. 216; Flaga, Zakony, s. 79-81.",,m
14 951,Kanonicy regularni laterańscy - Canonici Regularis Lateranensis,Kongregacja czerwińska,,wieś,Krasne,,maz,Płock,"prep, par.","ZKrzyża Św, Jan Ch",,"ANV, vol. 112, k. 321-364: Memoire varie intorno al monastero
Cervenense, k. 368-431v: Memoire spettanti alla prepositura di
Blonie appartenente al monastero Cervenense; ANV, vol. 2, k. 131v-134,
Cervenses abbates. Opr.: ZM, s. 241-242, tam też (s. 242) opinia H. Rybusa
co do przynależności placówki w Wągrowcu do kongregacji czerwińskiej.",,m
14 935,Franciszkanie Konwentualni - Ordo Fratrum Minorum Conventualium,litewska,kustodia grodzieńska,miasto,Stawiski,,maz,Płock,konw,Fortunat M,,"ANV, vol. 120, k. 437-437v: Status Provinciae Lithuaniae,
Albae Russiae partiumque Polesiae, Podlachiae, Masoviae et Samogitiae
cum specificatione omnium et singulorum sacerdotum cum suis officiis,
clericorum, laicorum, professorum per omnes et singulos conventus quotquot
in iis solent habitare decriptus Ordinis Minorum S. Patris Francisci
Conventualium atque [...] Domino Nuntio Apoistolico Varsaviae praesentatus
A.D. 1774 diebus Februarii. Opr.: ZM, s. 218-219; Flaga, Zakony,
s. 82-83.",,m
14 937,Franciszkanie Konwentualni - Ordo Fratrum Minorum Conventualium,polska,kustodia lubelska,miasto,Warka,,maz,Poznań,par.,WnNMP,par. na polecenie plebana kościoła parafialnego w Warce,"ANV, vol. 120, k. 293-296: Status Provinciae Poloniae
et partis Prussiae Ordinis Minorum S.P. Francisci Conventualium – z 31
grudnia 1773 r. Opr.: ZM, s. 220-231; Flaga, Zakony, s. 84-88.",,m
14 938,Franciszkanie Konwentualni - Ordo Fratrum Minorum Conventualium,polska,kustodia lubelska,miasto,Warszawa,,maz,Poznań,konw,Franciszek z Asyżu,,"ANV, vol. 120, k. 293-296: Status Provinciae Poloniae
et partis Prussiae Ordinis Minorum S.P. Francisci Conventualium – z 31
grudnia 1773 r. Opr.: ZM, s. 220-231; Flaga, Zakony, s. 84-88.",,m
14 940,Jezuici - Societas Jesu,małopolska,,miasto,Warszawa,,maz,Poznań,domicilium,Św. Krzyż,,"Catalogus personarum et officiorum Provinciae Poloniae
Minoris Societatis Jesu ex anno 1772 in annum 1773, Premislae b.r. Typis
S.R.M. et Reipublicae Societatis Jesu. Opr. ZM, s. 229-231; Flaga, Zakony,
s. 97-101; EWJ.",,m
14 941,Jezuici - Societas Jesu,mazowiecka,,miasto,Warszawa,,maz,Poznań,koleg.,"NMPŁ, Ignacy L",,"Catalogus personarum et officiorum Provinciae Masoviae
Societatis Jesu ex anno 1772 in annum 1773, Nesvisii b.r. Typis Radzivillanis
Collegii Societatis Jesu. Opr.: ZM, s. 222-234; Flaga, Zakony,
s. 102-105; EWJ.",,m
14 942,Jezuici - Societas Jesu,mazowiecka,,miasto,Warszawa,,maz,Poznań,koleg. szlach.,,,"Catalogus personarum et officiorum Provinciae Masoviae
Societatis Jesu ex anno 1772 in annum 1773, Nesvisii b.r. Typis Radzivillanis
Collegii Societatis Jesu. Opr.: ZM, s. 222-234; Flaga, Zakony,
s. 102-105; EWJ.",,m
14 943,Jezuici - Societas Jesu,mazowiecka,,wieś,Kobyłka,,maz,Płock,"misja, par.",Stanisław Bp,,"Catalogus personarum et officiorum Provinciae Masoviae
Societatis Jesu ex anno 1772 in annum 1773, Nesvisii b.r. Typis Radzivillanis
Collegii Societatis Jesu. Opr.: ZM, s. 222-234; Flaga, Zakony,
s. 102-105; EWJ.",,m
14 944,Jezuici - Societas Jesu,mazowiecka,,wieś,Łomża,,maz,Płock,"koleg., dom I i II próby",Stanisław Kostka,,"Catalogus personarum et officiorum Provinciae Masoviae
Societatis Jesu ex anno 1772 in annum 1773, Nesvisii b.r. Typis Radzivillanis
Collegii Societatis Jesu. Opr.: ZM, s. 222-234; Flaga, Zakony,
s. 102-105; EWJ.",,m
14 946,Jezuici - Societas Jesu,mazowiecka,,miasto,Pułtusk,,maz,Płock,koleg.,Piotr i Paweł AAp,,"Catalogus personarum et officiorum Provinciae Masoviae
Societatis Jesu ex anno 1772 in annum 1773, Nesvisii b.r. Typis Radzivillanis
Collegii Societatis Jesu. Opr.: ZM, s. 222-234; Flaga, Zakony,
s. 102-105; EWJ.",,m
14 947,Jezuici - Societas Jesu,mazowiecka,,wieś,Rostkowo,,maz,Płock,"misja, filia",Stanisław Kostka,par. Przasnysz,"Catalogus personarum et officiorum Provinciae Masoviae
Societatis Jesu ex anno 1772 in annum 1773, Nesvisii b.r. Typis Radzivillanis
Collegii Societatis Jesu. Opr.: ZM, s. 222-234; Flaga, Zakony,
s. 102-105; EWJ.",,m
14 948,Kameduli - Congregatio Eremitarum Camaldulensium Montis Coronae,polska,,wieś,Warszawa-Bielany,,maz,Poznań,erem,NPNMP,,"ANV, vol. 112, k. 4v-5: Tabella Provinciae Polonae Eremitarum
Camaldulensium Montis Coronae – zapewne z końca 1773 lub
początku 1774 r. Opr.: ZM, s. 240; Flaga, Zakony, s. 110.",,m
14 949,Kanonicy regularni laterańscy - Canonici Regularis Lateranensis,Kongregacja czerwińska,,miasto,Czerwińsk,,maz,Płock,"op, par.",Wojciech Bp,,"ANV, vol. 112, k. 321-364: Memoire varie intorno al monastero
Cervenense, k. 368-431v: Memoire spettanti alla prepositura di
Blonie appartenente al monastero Cervenense; ANV, vol. 2, k. 131v-134,
Cervenses abbates. Opr.: ZM, s. 241-242, tam też (s. 242) opinia H. Rybusa
co do przynależności placówki w Wągrowcu do kongregacji czerwińskiej.",,m
14 950,Kanonicy regularni laterańscy - Canonici Regularis Lateranensis,Kongregacja czerwińska,,miasto,Błonie,,maz,Poznań,"prep, par.","Św. Trójca, Stanisław Bp",,"ANV, vol. 112, k. 321-364: Memoire varie intorno al monastero
Cervenense, k. 368-431v: Memoire spettanti alla prepositura di
Blonie appartenente al monastero Cervenense; ANV, vol. 2, k. 131v-134,
Cervenses abbates. Opr.: ZM, s. 241-242, tam też (s. 242) opinia H. Rybusa
co do przynależności placówki w Wągrowcu do kongregacji czerwińskiej.",,m
14 952,Kanonicy regularni laterańscy - Canonici Regularis Lateranensis,Kongregacja czerwińska,,wieś,Lubotyń,,maz,Płock,"prep, par.","NawNMP, Michał A, Stanisław Bp, Katarzyna, Barbara PPMM",,"ANV, vol. 112, k. 321-364: Memoire varie intorno al monastero
Cervenense, k. 368-431v: Memoire spettanti alla prepositura di
Blonie appartenente al monastero Cervenense; ANV, vol. 2, k. 131v-134,
Cervenses abbates. Opr.: ZM, s. 241-242, tam też (s. 242) opinia H. Rybusa
co do przynależności placówki w Wągrowcu do kongregacji czerwińskiej.",,m
14 953,Kanonicy regularni laterańscy - Canonici Regularis Lateranensis,Kongregacja czerwińska,,wieś,Łomna,,maz,Poznań,"prep, par.",Mikołaj Bp,,"ANV, vol. 112, k. 321-364: Memoire varie intorno al monastero
Cervenense, k. 368-431v: Memoire spettanti alla prepositura di
Blonie appartenente al monastero Cervenense; ANV, vol. 2, k. 131v-134,
Cervenses abbates. Opr.: ZM, s. 241-242, tam też (s. 242) opinia H. Rybusa
co do przynależności placówki w Wągrowcu do kongregacji czerwińskiej.",,m
14 954,Kanonicy regularni laterańscy - Canonici Regularis Lateranensis,Kongregacja czerwińska,,miasto,Nasielsk,,maz,Płock,"prep, par.",Wojciech Bp,,"ANV, vol. 112, k. 321-364: Memoire varie intorno al monastero
Cervenense, k. 368-431v: Memoire spettanti alla prepositura di
Blonie appartenente al monastero Cervenense; ANV, vol. 2, k. 131v-134,
Cervenses abbates. Opr.: ZM, s. 241-242, tam też (s. 242) opinia H. Rybusa
co do przynależności placówki w Wągrowcu do kongregacji czerwińskiej.",,m
14 955,Kanonicy regularni laterańscy - Canonici Regularis Lateranensis,Kongregacja czerwińska,,wieś,Pomiechowo,,maz,Płock,"prep, par.",Piotr i Paweł AAp,,"ANV, vol. 112, k. 321-364: Memoire varie intorno al monastero
Cervenense, k. 368-431v: Memoire spettanti alla prepositura di
Blonie appartenente al monastero Cervenense; ANV, vol. 2, k. 131v-134,
Cervenses abbates. Opr.: ZM, s. 241-242, tam też (s. 242) opinia H. Rybusa
co do przynależności placówki w Wągrowcu do kongregacji czerwińskiej.",,m
14 978,Pijarzy - Ordo Clericorum Regularium Pauperum Matris Dei Scholarum Piarum; Ordo Scholarum Piarum,polska,,miasto,Góra Kalwaria,,maz,Poznań,koleg.,NarPańskie,,"ANV, vol. 124, k. 2-4: Elenchus collegiorum ac religiosorum
Scholarum Piarum Provinciae Polonae – z 6 października 1773 r.
Opr.: ZM, s. 276-277; Flaga, Zakony, s. 131-133.",,m
14 956,Kanonicy regularni laterańscy - Canonici Regularis Lateranensis,Kongregacja czerwińska,,miasto,Warszawa,,maz,Poznań,"prep, par.",Jerzy M,,"ANV, vol. 112, k. 321-364: Memoire varie intorno al monastero
Cervenense, k. 368-431v: Memoire spettanti alla prepositura di
Blonie appartenente al monastero Cervenense; ANV, vol. 2, k. 131v-134,
Cervenses abbates. Opr.: ZM, s. 241-242, tam też (s. 242) opinia H. Rybusa
co do przynależności placówki w Wągrowcu do kongregacji czerwińskiej.",,m
14 957,Kanonicy regularni laterańscy - Canonici Regularis Lateranensis,Kongregacja czerwińska,,wieś,Borzęcin,,maz,Poznań,par.,"Zygmunt Kr, WnNMP",,"ANV, vol. 112, k. 321-364: Memoire varie intorno al monastero
Cervenense, k. 368-431v: Memoire spettanti alla prepositura di
Blonie appartenente al monastero Cervenense; ANV, vol. 2, k. 131v-134,
Cervenses abbates. Opr.: ZM, s. 241-242, tam też (s. 242) opinia H. Rybusa
co do przynależności placówki w Wągrowcu do kongregacji czerwińskiej.",,m
14 958,Kanonicy regularni laterańscy - Canonici Regularis Lateranensis,Kongregacja czerwińska,,wieś,Wieliszew,,maz,Płock,"prep, par.",PPańskie,,"ANV, vol. 112, k. 321-364: Memoire varie intorno al monastero
Cervenense, k. 368-431v: Memoire spettanti alla prepositura di
Blonie appartenente al monastero Cervenense; ANV, vol. 2, k. 131v-134,
Cervenses abbates. Opr.: ZM, s. 241-242, tam też (s. 242) opinia H. Rybusa
co do przynależności placówki w Wągrowcu do kongregacji czerwińskiej.",,m
14 959,Kanonicy regularni laterańscy - Canonici Regularis Lateranensis,Kongregacja czerwińska,,wieś,Zuzela,,maz,Płock,"prep, par.",Św. Trójca,,"ANV, vol. 112, k. 321-364: Memoire varie intorno al monastero
Cervenense, k. 368-431v: Memoire spettanti alla prepositura di
Blonie appartenente al monastero Cervenense; ANV, vol. 2, k. 131v-134,
Cervenses abbates. Opr.: ZM, s. 241-242, tam też (s. 242) opinia H. Rybusa
co do przynależności placówki w Wągrowcu do kongregacji czerwińskiej.",,m
14 960,Kapucyni - Ordo Fratrum Minorum Capucinorum,polska św. Wojciecha i Stanisława BBpMM,,miasto,Warszawa,,maz,Poznań,konw,PPańskie,,"ANV, vol. 129, k. 102-103v: Catalogus conventuum, hospitiorum,
missionum, patrum et fratrum tam clericorum quam laicorum
Ordinis Minorum S. Francisci Capucinorum Provinciae Polonae A.D.
1782 die 20 Aprilis conscriptus. Opr.: Chotkowski, Historia, t. 2, s. 512;
ZM, s. 252-253; Flaga, Zakony, s. 111-112.",,m
14 961,Kapucyni - Ordo Fratrum Minorum Capucinorum,polska św. Wojciecha i Stanisława BBpMM,,miasto,Zakroczym,,maz,Płock,konw,Wawrzyniec M,,"ANV, vol. 129, k. 102-103v: Catalogus conventuum, hospitiorum,
missionum, patrum et fratrum tam clericorum quam laicorum
Ordinis Minorum S. Francisci Capucinorum Provinciae Polonae A.D.
1782 die 20 Aprilis conscriptus. Opr.: Chotkowski, Historia, t. 2, s. 512;
ZM, s. 252-253; Flaga, Zakony, s. 111-112.",,m
14 962,Kapucyni - Ordo Fratrum Minorum Capucinorum,polska św. Wojciecha i Stanisława BBpMM,,miasto,Łomża,,maz,Płock,hosp,Siedem Boleści NMP,,"ANV, vol. 129, k. 102-103v: Catalogus conventuum, hospitiorum,
missionum, patrum et fratrum tam clericorum quam laicorum
Ordinis Minorum S. Francisci Capucinorum Provinciae Polonae A.D.
1782 die 20 Aprilis conscriptus. Opr.: Chotkowski, Historia, t. 2, s. 512;
ZM, s. 252-253; Flaga, Zakony, s. 111-112.",,m
14 963,Karmelici bosi - Ordo Fratrum Carmelitarum Discalceatorum Beatae Mariae Virginis de Monte Carmelo,polska św. Ducha,,miasto,Warszawa,,maz,Poznań,konw,"WnNMP, Józef",,"ANV, vol. 114, k. 285-285v: Tabella Provinciae Polonae
Carmelitarum Discalceatorum sub titulo S. Spiritus – z 7 grudnia 1773 r.
Opr.: ZM, s. 256; Flaga, Zakony, s. 115-116.",,m
14 964,Karmelici trzewiczkowi - Ordo Fratrum Beatae Mariae Virginis de Monte Carmelo,małopolska NawNMP,,miasto,Wąsosz,,maz,Płock,konw,NawNMP,,"ANV, vol. 114, k. 12-12v: Series conventuum ad Provinciam
Minoris Poloniae spectantium post ultimam exdivisionem in A.D.
1766 factam, a qua aliae provinciae in Maiori Polonia, Russia et Lithuania
prodierunt Ordinis Fratrum BMV de Monte Carmelo in anno 1774 [8 stycznia]
tali schemate descripta. Opr.: ZM, s. 259; Flaga, Zakony, s. 120.",,m
14 965,Karmelici trzewiczkowi - Ordo Fratrum Beatae Mariae Virginis de Monte Carmelo,wielkopolska Przenajświętszego Sakramentu,,wieś,Lipie,,maz,Poznań,"par., konw",Św. Trójca,,"ANV, vol. 114, k. 25: Status Provinciae Maioris Poloniae
Ordinis Carmelitarum Calceatorum Reformatorum sub titulo Sanctissimi
Sacramenti A.D. 1773 die 1 Decembris conscriptus et porrectus. Ponadto
tamże, k. 26-29: Informatio de proventibus et expensis conventuum Provinciae
Maioris Poloniae Sanctissimi Sacramenti Ordinis Fratrum BMV
de Monte Carmelo Strictioris Observantiae intra limites Regni existentium
[...] A.D. 1775 die vero 7 Septembris [...] consignata. Opr.: ZM,
s. 262; Flaga, Zakony, s. 121-124.",,m
